Property_ID,Price_KES,Location,Bedrooms,Bathrooms,Size_sqm,Scraped_Date
3 Bed Apartment with En Suite in Westlands Area3 B,18765900,"Westlands Area, Westlands",3,4,147,2026-06-23
014 hours ago52 Bed Apartment with En Suite in Wes,12294900,"Westlands Area, Westlands",2,3,129,2026-06-23
014 hours ago9Serviced 2 Bed Apartment with En Sui,11000000,Kileleshwa,2,NaN,116,2026-06-23
Serviced 2 Bed Apartment with En Suite in Kilelesh,11000000,Kileleshwa,2,NaN,116,2026-06-23
015 hours ago172 Bed Apartment with En Suite at We,12500000,"Westlands Area, Westlands",2,2,110,2026-06-23
2 Bed Apartment with En Suite at Westlands2 Bed Ap,12500000,"Westlands Area, Westlands",2,2,110,2026-06-23
015 hours ago162 Bed Apartment with En Suite at We,10500000,"Westlands Area, Westlands",2,2,107,2026-06-23
015 hours ago162 Bed Apartment with En Suite in Ki,13500000,Kileleshwa,2,2,NaN,2026-06-23
017 hours ago82 Bed Apartment with En Suite in Wes,7000000,"Westlands Area, Westlands",2,2,NaN,2026-06-23
017 hours ago122 Bed Apartment with En Suite in We,7500000,"Westlands Area, Westlands",2,2,NaN,2026-06-23
015 hours ago101 Bed Apartment with En Suite in We,4000000,"Westlands Area, Westlands",1,1,NaN,2026-06-23
015 hours ago81 Bed Apartment with En Suite in Wes,4500000,"Westlands Area, Westlands",1,1,NaN,2026-06-23
015 hours ago6Serviced 2 Bed Apartment with En Sui,10000000,"Westlands Area, Westlands",2,3,95,2026-06-23
Serviced 2 Bed Apartment with En Suite in Westland,10000000,"Westlands Area, Westlands",2,3,95,2026-06-23
015 hours ago201 Bed Apartment with Swimming Pool ,8500000,"Westlands Area, Westlands",1,1,77,2026-06-23
1 Bed Apartment with Swimming Pool at Sports Road1,8500000,"Westlands Area, Westlands",1,1,77,2026-06-23
0224 Bed Apartment with En Suite at Githunguri Roa,12500000,"Westlands Area, Westlands",2,2,114,2026-06-23
4 Bed Apartment with En Suite at Githunguri Road4 ,26000000,Kileleshwa,4,5,272,2026-06-23
02 days ago172 Bed Apartment with En Suite in West,7000000,"Westlands Area, Westlands",2,2,NaN,2026-06-23
12 days ago101 Bed Apartment with En Suite in West,4000000,"Westlands Area, Westlands",1,1,NaN,2026-06-23
016 hours ago203 Bed Apartment with En Suite in Ki,11500000,Kileleshwa,3,NaN,NaN,2026-06-23
018 hours ago174 Bed Apartment with En Suite in Ki,20000000,Kileleshwa,4,5,NaN,2026-06-23
4 Bed Apartment with En Suite in Kileleshwa4 Bed A,20000000,Kileleshwa,4,5,NaN,2026-06-23
018 hours ago143 Bed Apartment with En Suite in Ki,10500000,Kileleshwa,3,3,NaN,2026-06-23
018 hours ago172 Bed Apartment with En Suite in Ki,7000000,Kileleshwa,2,2,NaN,2026-06-23
018 hours ago121 Bed Apartment with En Suite in Ki,4000000,Kileleshwa,1,1,NaN,2026-06-23
1 Bed Apartment with En Suite in Kileleshwa1 Bed A,4000000,Kileleshwa,1,1,NaN,2026-06-23
018 hours ago164 Bed Apartment with En Suite in La,20000000,Lavington,4,5,NaN,2026-06-23
4 Bed Apartment with En Suite in Lavington4 Bed Ap,20000000,Lavington,4,5,NaN,2026-06-23
018 hours ago153 Bed Apartment with En Suite in La,10500000,Lavington,3,3,NaN,2026-06-23
018 hours ago102 Bed Apartment with En Suite in La,7000000,Lavington,2,2,NaN,2026-06-23
018 hours ago81 Bed Apartment with En Suite in Lav,4000000,Lavington,1,1,NaN,2026-06-23
1 Bed Apartment with En Suite in Lavington1 Bed Ap,4000000,Lavington,1,1,NaN,2026-06-23
018 hours ago164 Bed Apartment with En Suite in Ki,13000000,Kileleshwa,4,5,NaN,2026-06-23
018 hours ago113 Bed Apartment with En Suite in Ki,9000000,Kileleshwa,3,3,NaN,2026-06-23
018 hours ago102 Bed Apartment with En Suite in Ki,6000000,Kileleshwa,2,2,NaN,2026-06-23
018 hours ago101 Bed Apartment with En Suite in Ki,3000000,Kileleshwa,1,1,NaN,2026-06-23
018 hours ago163 Bed Apartment with En Suite in La,9000000,Lavington,3,3,NaN,2026-06-23
018 hours ago112 Bed Apartment with En Suite in La,6000000,Lavington,2,2,NaN,2026-06-23
018 hours ago111 Bed Apartment with En Suite in La,3000000,Lavington,1,1,NaN,2026-06-23
015 hours ago114 Bed Apartment with En Suite in Ki,21000000,Kileleshwa,4,5,250,2026-06-23
015 hours ago202 Bed Apartment with En Suite at Sp,12500000,"Westlands Area, Westlands",2,2,114,2026-06-23
2 Bed Apartment with En Suite at Sports Road2 Bed ,12500000,"Westlands Area, Westlands",2,2,114,2026-06-23
08Serviced 3 Bed Apartment with En Suite in Kilele,6500000,"Westlands Area, Westlands",1,1,54,2026-06-23
Serviced 3 Bed Apartment with En Suite in Kilelesh,31000000,Kileleshwa,3,4,NaN,2026-06-23
0183 Bed Apartment with En Suite in Kileleshwa3 Be,29000000,Kileleshwa overlooking  unobstructed views of l...,3,4,NaN,2026-06-23
0133 Bed Apartment with En Suite at Nextgen Mall3 ,15000000,South C,3,3,NaN,2026-06-23
3 Bed Apartment with En Suite at Nextgen Mall3 Bed,15000000,South C,3,3,NaN,2026-06-23
016 hours ago10Serviced 1 Bed Apartment with En Su,6500000,"Westlands Area, Westlands",1,1,60,2026-06-23
Serviced 1 Bed Apartment with En Suite in Westland,6500000,"Westlands Area, Westlands",1,1,60,2026-06-23
0163 Bed Apartment with En Suite in Lavington3 Bed,13600000,Lavington,3,3,NaN,2026-06-23
071 Bed Apartment with Swimming Pool in Lower Kabe,4230000,"Lower Kabete, Westlands",1,1,NaN,2026-06-23
1 Bed Apartment with Swimming Pool in Lower Kabete,4230000,"Lower Kabete, Westlands",1,1,NaN,2026-06-23
082 Bed Apartment with En Suite in Kileleshwa2 Bed,10800000,Kileleshwa,2,2,NaN,2026-06-23
016 hours ago201 Bed Apartment with Swimming Pool ,7600000,"Westlands Area, Westlands",1,1,67,2026-06-23
016 hours ago113 Bed Apartment with En Suite in Ki,21000000,Kileleshwa,3,4,NaN,2026-06-23
016 hours ago104 Bed Apartment with En Suite in Ki,13000000,Kilimani,4,4,NaN,2026-06-23
4 Bed Apartment with En Suite in Kilimani4 Bed Apa,13000000,Kilimani,4,4,NaN,2026-06-23
016 hours ago164 Bed Apartment with En Suite in Ki,13000000,Kilimani,4,4,NaN,2026-06-23
016 hours ago163 Bed Apartment with En Suite in Ki,9000000,Kilimani,3,3,NaN,2026-06-23
3 Bed Apartment with En Suite in Kilimani3 Bed Apa,9000000,Kilimani,3,3,NaN,2026-06-23
016 hours ago153 Bed Apartment with En Suite in Ki,10500000,Kilimani,3,3,NaN,2026-06-23
016 hours ago112 Bed Apartment with En Suite in Ki,6000000,Kilimani,2,2,NaN,2026-06-23
016 hours ago102 Bed Apartment with En Suite in Ki,7000000,Kilimani,2,2,NaN,2026-06-23
016 hours ago111 Bed Apartment with En Suite in Ki,3000000,Kilimani,1,1,NaN,2026-06-23
1 Bed Apartment with En Suite in Kilimani1 Bed Apa,3000000,Kilimani,1,1,NaN,2026-06-23
016 hours ago121 Bed Apartment with En Suite in Ki,4000000,Kilimani,1,1,NaN,2026-06-23
016 hours ago194 Bed Apartment with En Suite in We,17900000,"Westlands Area, Westlands",4,4,NaN,2026-06-23
017 hours ago83 Bed Apartment with En Suite in Wes,11000000,"Westlands Area, Westlands",3,3,NaN,2026-06-23
017 hours ago101 Bed Apartment with En Suite in We,4000000,"Westlands Area, Westlands",1,1,NaN,2026-06-23
017 hours ago81 Bed Apartment with En Suite in Wes,4500000,"Westlands Area, Westlands",1,1,NaN,2026-06-23
016 hours ago152 Bed Apartment with En Suite in Ki,6000000,2 bedroom apartment for sale in Kileleshwa,2,1,NaN,2026-06-23
016 hours ago111 Bed Apartment with Swimming Pool ,6500000,"Westlands Area, Westlands",1,1,54,2026-06-23
1 Bed Apartment with Swimming Pool at Off Wayaki R,6500000,"Westlands Area, Westlands",1,1,54,2026-06-23
0113 Bed Apartment with En Suite in Kileleshwa3 Be,7500000,"Westlands Area, Westlands",2,2,99,2026-06-23
1164 Bed Apartment with En Suite in Lavington4 Bed,13000000,Lavington,4,5,NaN,2026-06-23
1112 Bed Apartment with En Suite in Lavington2 Bed,6000000,Lavington,2,2,NaN,2026-06-23
016 hours ago172 Bed Apartment with En Suite in We,7000000,"Westlands Area, Westlands",2,2,NaN,2026-06-23
016 hours ago132 Bed Apartment with En Suite in We,7500000,"Westlands Area, Westlands",2,2,NaN,2026-06-23
016 hours ago164 Bed Apartment with En Suite in We,18000000,4 bedroom apartment for sale in Westlands,4,4,NaN,2026-06-23
016 hours ago173 Bed Apartment with En Suite in We,13000000,3 bedroom apartment for sale in Westlands,3,2,NaN,2026-06-23
016 hours ago121 Bed Apartment with En Suite in We,4000000,1 bedroom apartment for sale in Westlands,1,1,NaN,2026-06-23
016 hours ago112 Bed Apartment with En Suite in We,7000000,2 bedroom apartment for sale in Westlands,2,1,NaN,2026-06-23
016 hours ago174 Bed Apartment with En Suite in La,13500000,4 bedroom apartment for sale in Lavington,4,4,NaN,2026-06-23
016 hours ago174 Bed Apartment with En Suite in Ki,13500000,4 bedroom apartment for sale in Kileleshwa,4,4,NaN,2026-06-23
016 hours ago173 Bed Apartment with En Suite in Ki,10000000,3 bedroom apartment for sale in Kileleshwa,3,2,NaN,2026-06-23
016 hours ago173 Bed Apartment with En Suite in La,10000000,3 bedroom apartment for sale in Lavington,3,2,NaN,2026-06-23
016 hours ago152 Bed Apartment with En Suite in La,6000000,2 bedroom apartment for sale in Lavington,2,1,NaN,2026-06-23
016 hours ago151 Bed Apartment with En Suite in La,3000000,1 bedroom apartment for sale in Lavington,1,1,NaN,2026-06-23
016 hours ago151 Bed Apartment with En Suite in Ki,3000000,1 bedroom apartment for sale in Kileleshwa,1,1,NaN,2026-06-23
016 hours ago112 Bed Apartment with En Suite at Of,10500000,"Westlands Area, Westlands",2,2,108,2026-06-23
2 Bed Apartment with En Suite at Off Wayaki Road2 ,10500000,"Westlands Area, Westlands",2,2,108,2026-06-23
016 hours ago4Serviced 2 Bed Apartment with En Sui,7000000,"Westlands Area, Westlands",2,3,NaN,2026-06-23
016 hours ago82 Bed Apartment with En Suite in Wes,7000000,"Westlands Area, Westlands",2,2,NaN,2026-06-23
5111 Bed Apartment with En Suite in Lavington1 Bed,19800000,Kileleshwa,3,4,169,2026-06-23
310Studio Apartment with En Suite in MiremaStudio ,2500000,"Mirema, Roysambu",NaN,1,NaN,2026-06-23
Studio Apartment with En Suite in MiremaStudio Apa,2500000,"Mirema, Roysambu",NaN,1,NaN,2026-06-23
1101 Bed Apartment with En Suite in Kileleshwa1 Be,3000000,Kileleshwa,1,1,NaN,2026-06-23
016 hours ago71 Bed Apartment with En Suite in Wes,4000000,"Westlands Area, Westlands",1,1,NaN,2026-06-23
016 hours ago202 Bed Apartment with Swimming Pool ,9653000,Kileleshwa,2,2,NaN,2026-06-23
2 Bed Apartment with Swimming Pool in Kileleshwa2 ,9653000,Kileleshwa,2,2,NaN,2026-06-23
016 hours ago101 Bed Apartment with En Suite in We,4000000,"Westlands Area, Westlands",1,1,NaN,2026-06-23
016 hours ago131 Bed Apartment with Swimming Pool ,9000000,"Westlands Area, Westlands",1,1,70,2026-06-23
016 hours ago132 Bed Apartment with En Suite at Sp,14000000,"Westlands Area, Westlands",2,2,130,2026-06-23
016 hours ago83 Bed Apartment with En Suite in Kit,21200000,"Kitisuru, Westlands",3,4,153,2026-06-23
3 Bed Apartment with En Suite in Kitisuru3 Bed Apa,21200000,"Kitisuru, Westlands",3,4,153,2026-06-23
016 hours ago152 Bed Apartment with Swimming Pool ,7150000,Kileleshwa,2,2,73,2026-06-23
016 hours ago151 Bed Apartment with Swimming Pool ,5100000,"Westlands Area, Westlands",1,1,48,2026-06-23
016 hours ago15Studio Apartment with Swimming Pool,4200000,Studio Apartment with Swimming Pool in Kileleshwa,NaN,1,40,2026-06-23
Studio Apartment with Swimming Pool in KileleshwaS,4200000,Studio Apartment with Swimming Pool in Kileleshwa,NaN,1,40,2026-06-23
016 hours ago13Studio Apartment with Swimming Pool,6300000,"Modern Studio Apartments – Westlands, Nairobi",NaN,1,41,2026-06-23
Studio Apartment with Swimming Pool at Sports Road,6300000,"Modern Studio Apartments – Westlands, Nairobi",NaN,1,41,2026-06-23
016 hours ago82 Bed Apartment with En Suite in Kit,14500000,"Kitisuru, Westlands",2,3,126,2026-06-23
2 Bed Apartment with En Suite in Kitisuru2 Bed Apa,14500000,"Kitisuru, Westlands",2,3,126,2026-06-23
016 hours ago3Serviced 2 Bed Apartment with En Sui,9000000,Ngong Road,2,3,NaN,2026-06-23
Serviced 2 Bed Apartment with En Suite in Ngong Ro,9000000,Ngong Road,2,3,NaN,2026-06-23
016 hours ago19Studio Apartment with Swimming Pool,5000000,Studio Apartment with Swimming Pool in Kileleshwa,NaN,1,NaN,2026-06-23
018 hours ago202 Bed Apartment with Swimming Pool ,9400000,Kileleshwa,2,NaN,NaN,2026-06-23
017 hours ago8Serviced 4 Bed Apartment with En Sui,26600000,"Riverside, Westlands",4,5,246,2026-06-23
Serviced 4 Bed Apartment with En Suite in Riversid,26600000,"Riverside, Westlands",4,5,246,2026-06-23
017 hours ago43 Bed Apartment with En Suite in Kil,19800000,Kileleshwa,3,4,169,2026-06-23
0184 Bed Apartment with En Suite in Westlands Area,17900000,"Westlands Area, Westlands",4,4,62,2026-06-23
0102 Bed Apartment with En Suite in Kileleshwa2 Be,6000000,Kileleshwa,2,2,NaN,2026-06-23
261 Bed Apartment with Swimming Pool in Kitisuru1 ,4500000,"Kitisuru, Westlands",1,1,43,2026-06-23
1 Bed Apartment with Swimming Pool in Kitisuru1 Be,4500000,"Kitisuru, Westlands",1,1,43,2026-06-23
017 hours ago42 Bed Apartment with En Suite in Kil,14200000,Kileleshwa,2,3,121,2026-06-23
017 hours ago71 Bed Apartment with En Suite in Wes,4000000,"Westlands Area, Westlands",1,1,NaN,2026-06-23
017 hours ago8Serviced 2 Bed Apartment with En Sui,15600000,"Riverside, Westlands",2,4,128,2026-06-23
Serviced 2 Bed Apartment with En Suite in Riversid,15600000,"Riverside, Westlands",2,4,128,2026-06-23
017 hours ago41 Bed Apartment with En Suite in Kil,8800000,Kileleshwa,1,2,78,2026-06-23
017 hours ago8Serviced 1 Bed Apartment with En Sui,8800000,"Riverside, Westlands",1,NaN,NaN,2026-06-23
Serviced 1 Bed Apartment with En Suite in Riversid,8800000,"Riverside, Westlands",1,NaN,NaN,2026-06-23
017 hours ago184 Bed Apartment with En Suite in We,32000000,"Westlands Area, Westlands",4,5,278,2026-06-23
017 hours ago172 Bed Apartment with En Suite in We,7000000,"Westlands Area, Westlands",2,2,NaN,2026-06-23
017 hours ago183 Bed Apartment with En Suite in We,19800000,"Westlands Area, Westlands",3,4,222,2026-06-23
017 hours ago192 Bed Apartment with En Suite in We,14500000,"Westlands Area, Westlands",2,3,126,2026-06-23
017 hours ago172 Bed Apartment with Swimming Pool ,18000000,"Westlands Area, Westlands",2,2,124,2026-06-23
2 Bed Apartment with Swimming Pool at Sports Road2,18000000,"Westlands Area, Westlands",2,2,124,2026-06-23
017 hours ago202 Bed Apartment with En Suite at Sp,14000000,"Westlands Area, Westlands",2,2,110,2026-06-23
017 hours ago111 Bed Apartment with En Suite in We,4000000,"Westlands Area, Westlands",1,1,NaN,2026-06-23
017 hours ago171 Bed Apartment with Swimming Pool ,11500000,"Westlands Area, Westlands",1,1,79,2026-06-23
1 Bed Apartment with Swimming Pool at Riverside Dr,11500000,"Westlands Area, Westlands",1,1,79,2026-06-23
017 hours ago163 Bed Apartment with En Suite in Ki,9000000,Kilimani,3,3,NaN,2026-06-23
018 hours ago112 Bed Apartment with En Suite in Ki,6000000,Kilimani,2,2,NaN,2026-06-23
018 hours ago201 Bed Apartment with Swimming Pool ,8300000,"Westlands Area, Westlands",1,1,62,2026-06-23
018 hours ago111 Bed Apartment with En Suite in Ki,3000000,Kilimani,1,1,NaN,2026-06-23
018 hours ago184 Bed Apartment with En Suite in We,17900000,"Westlands Area, Westlands",4,4,NaN,2026-06-23
019Serviced Studio Apartment with Gym in KilimaniS,10000000,3 bedroom apartment for sale in Lavington,3,2,89,2026-06-23
Serviced Studio Apartment with Gym in KilimaniServ,6400000,Serviced Studio Apartment with Gym in Kilimani,NaN,1,NaN,2026-06-23
0112 Bed Apartment with En Suite in Kilimani2 Bed ,6000000,Kilimani,2,2,NaN,2026-06-23
042 Bed Apartment with Swimming Pool in Kilimani2 ,7000000,Kilimani,2,3,NaN,2026-06-23
2 Bed Apartment with Swimming Pool in Kilimani2 Be,7000000,Kilimani,2,3,NaN,2026-06-23
018 hours ago194 Bed Apartment with En Suite in We,17900000,"Westlands Area, Westlands",4,4,NaN,2026-06-23
018 hours ago83 Bed Apartment with En Suite in Wes,11000000,"Westlands Area, Westlands",3,3,NaN,2026-06-23
018 hours ago172 Bed Apartment with En Suite in We,7000000,"Westlands Area, Westlands",2,2,NaN,2026-06-23
018 hours ago122 Bed Apartment with En Suite in We,7500000,"Westlands Area, Westlands",2,2,NaN,2026-06-23
018 hours ago101 Bed Apartment with En Suite in We,4000000,"Westlands Area, Westlands",1,1,NaN,2026-06-23
018 hours ago81 Bed Apartment with En Suite in Wes,4500000,"Westlands Area, Westlands",1,1,NaN,2026-06-23
018 hours ago82 Bed Apartment with Swimming Pool a,13300000,"Westlands Area, Westlands",2,2,126,2026-06-23
2 Bed Apartment with Swimming Pool at Raphta Road2,13300000,"Westlands Area, Westlands",2,2,126,2026-06-23
018 hours ago81 Bed Apartment with Swimming Pool a,7300000,"Westlands Area, Westlands",1,1,75,2026-06-23
1 Bed Apartment with Swimming Pool at Raphta Road1,7300000,"Westlands Area, Westlands",1,1,75,2026-06-23
018 hours ago122 Bed Apartment with En Suite at Ge,15600000,"Westlands Area, Westlands",2,2,117,2026-06-23
2 Bed Apartment with En Suite at General Mathenge2,15600000,"Westlands Area, Westlands",2,2,117,2026-06-23
018 hours ago153 Bed Apartment with En Suite in Ki,9000000,Kilimani,3,3,NaN,2026-06-23
018 hours ago121 Bed Apartment with Swimming Pool ,11800000,"Westlands Area, Westlands",1,1,89,2026-06-23
020 hours ago164 Bed Apartment with En Suite in We,18000000,4 bedroom apartment for sale in Westlands,4,4,NaN,2026-06-23
020 hours ago173 Bed Apartment with En Suite in We,13000000,3 bedroom apartment for sale in Westlands,3,2,NaN,2026-06-23
020 hours ago112 Bed Apartment with En Suite in We,7000000,2 bedroom apartment for sale in Westlands,2,1,NaN,2026-06-23
020 hours ago121 Bed Apartment with En Suite in We,4000000,1 bedroom apartment for sale in Westlands,1,1,NaN,2026-06-23
020 hours ago174 Bed Apartment with En Suite in La,13500000,4 bedroom apartment for sale in Lavington,4,4,NaN,2026-06-23
020 hours ago174 Bed Apartment with En Suite in Ki,13500000,4 bedroom apartment for sale in Kileleshwa,4,4,NaN,2026-06-23
020 hours ago173 Bed Apartment with En Suite in La,10000000,3 bedroom apartment for sale in Lavington,3,2,NaN,2026-06-23
0112 Bed Apartment in Kilimani2 Bed Apartment in K,6000000,Kileleshwa,2,2,57,2026-06-23
2 Bed Apartment in Kilimani2 Bed Apartment in Kili,7500000,Kilimani,2,2,NaN,2026-06-23
1102 Bed Apartment with En Suite in Kileleshwa2 Be,6000000,"The most affordable 2 bedroom in Kileleshwa, Na...",2,2,NaN,2026-06-23
181 Bed Apartment with En Suite in Westlands Area1,4000000,"Westlands Area, Westlands",1,1,NaN,2026-06-23
020 hours ago173 Bed Apartment with En Suite in Ki,10000000,3 bedroom apartment for sale in Kileleshwa,3,2,NaN,2026-06-23
020 hours ago152 Bed Apartment with En Suite in La,6000000,2 bedroom apartment for sale in Lavington,2,1,NaN,2026-06-23
020 hours ago152 Bed Apartment with En Suite in Ki,6000000,2 bedroom apartment for sale in Kileleshwa,2,1,NaN,2026-06-23
020 hours ago151 Bed Apartment with En Suite in La,3000000,1 bedroom apartment for sale in Lavington,1,1,NaN,2026-06-23
020 hours ago151 Bed Apartment with En Suite in Ki,3000000,1 bedroom apartment for sale in Kileleshwa,1,1,NaN,2026-06-23
018 hours ago203 Bed Apartment with Swimming Pool ,13800000,Kilimani,3,3,138,2026-06-23
3 Bed Apartment with Swimming Pool at Mtito Andei ,13800000,Kilimani,3,3,138,2026-06-23
2 Bed Apartment with Swimming Pool at Mtito Andei ,9600000,Kilimani,2,2,94,2026-06-23
1 Bed Apartment with Swimming Pool at Mtito Andei ,5900000,Kilimani,1,1,53,2026-06-23
019 hours ago20Studio Apartment with Swimming Pool,1960000,"Lower Kabete, Westlands",NaN,1,NaN,2026-06-23
Studio Apartment with Swimming Pool at Lower Kabet,1960000,"Lower Kabete, Westlands",NaN,1,NaN,2026-06-23
019 hours ago101 Bed Apartment with En Suite in We,4000000,"Westlands Area, Westlands",1,1,NaN,2026-06-23
019 hours ago81 Bed Apartment with En Suite in Wes,4500000,"Westlands Area, Westlands",1,1,NaN,2026-06-23
019 hours ago131 Bed Apartment with Swimming Pool ,7100000,"Westlands Area, Westlands",1,1,65,2026-06-23
1 Bed Apartment with Swimming Pool at Mvuli Road1 ,7100000,"Westlands Area, Westlands",1,1,65,2026-06-23
019 hours ago71 Bed Apartment with En Suite in Wes,4000000,"Westlands Area, Westlands",1,1,NaN,2026-06-23
019 hours ago51 Bed Apartment with Swimming Pool i,7900000,"Westlands Area, Westlands",1,1,71,2026-06-23
1 Bed Apartment with Swimming Pool in Westlands Ar,7900000,"Westlands Area, Westlands",1,1,71,2026-06-23
019 hours ago101 Bed Apartment with Swimming Pool ,6500000,"Westlands Area, Westlands",1,1,57,2026-06-23
1 Bed Apartment with Swimming Pool at Lantana Rd1 ,6500000,"Westlands Area, Westlands",1,1,57,2026-06-23
02 days ago164 Bed Apartment with En Suite in Kile,13000000,Kileleshwa,4,5,NaN,2026-06-23
02 days ago113 Bed Apartment with En Suite in Kile,9000000,Kileleshwa,3,3,NaN,2026-06-23
