Property_ID,Price_KES,Location,Bedrooms,Bathrooms,Size_sqm,Scraped_Date
0Today173 Bed Apartment with En Suite in Kilimani3,10000000,3 bedroom apartment for sale in Kilimani,3,2,NaN,2026-06-16
3 Bed Apartment with En Suite in Kilimani3 Bed Apa,10000000,3 bedroom apartment for sale in Kilimani,3,2,NaN,2026-06-16
0Today152 Bed Apartment with En Suite in Lavington,6000000,2 bedroom apartment for sale in Lavington,2,1,NaN,2026-06-16
0Today152 Bed Apartment with En Suite in Kileleshw,6000000,2 bedroom apartment for sale in Kileleshwa,2,1,NaN,2026-06-16
0Today152 Bed Apartment with En Suite in Kilimani2,6000000,2 bedroom apartment for sale in Kilimani,2,1,NaN,2026-06-16
0Today151 Bed Apartment with En Suite in Lavington,3000000,1 bedroom apartment for sale in Lavington,1,1,NaN,2026-06-16
0Today151 Bed Apartment with En Suite in Kileleshw,3000000,1 bedroom apartment for sale in Kileleshwa,1,1,NaN,2026-06-16
0Today151 Bed Apartment with En Suite in Kilimani1,3000000,1 bedroom apartment for sale in Kilimani,1,1,NaN,2026-06-16
1 Bed Apartment with En Suite in Kilimani1 Bed Apa,3000000,1 bedroom apartment for sale in Kilimani,1,1,NaN,2026-06-16
0152 Bed Apartment with En Suite in Lavington2 Bed,3000000,Kilimani,1,1,173,2026-06-16
0163 Bed Apartment with En Suite in Kileleshwa3 Be,10000000,3 bedroom apartment for sale in Kileleshwa,3,2,NaN,2026-06-16
0152 Bed Apartment with En Suite in Kileleshwa2 Be,6000000,2 bedroom apartment for sale in Kileleshwa,2,1,NaN,2026-06-16
0Today143 Bed Apartment with En Suite at Muthangar,21000000,Lavington,3,3,180,2026-06-16
3 Bed Apartment with En Suite at Muthangari Road3 ,21000000,Lavington,3,3,180,2026-06-16
0Today132 Bed Apartment with En Suite at Kirawa Ro,12000000,"Kitisuru, Westlands",2,2,90,2026-06-16
2 Bed Apartment with En Suite at Kirawa Road2 Bed ,12000000,"Kitisuru, Westlands",2,2,90,2026-06-16
0Today82 Bed Apartment with En Suite in Westlands ,7000000,"Westlands Area, Westlands",2,2,NaN,2026-06-16
0Today192 Bed Apartment with En Suite at Muthangar,14000000,"Westlands Area, Westlands",2,2,94,2026-06-16
2 Bed Apartment with En Suite at Muthangari Drive2,14000000,"Westlands Area, Westlands",2,2,94,2026-06-16
0Today201 Bed Apartment with Swimming Pool at Muth,7500000,"Westlands Area, Westlands",1,1,58,2026-06-16
1 Bed Apartment with Swimming Pool at Muthithi Roa,7500000,"Westlands Area, Westlands",1,1,58,2026-06-16
0Today202 Bed Apartment with Swimming Pool at Muth,13500000,"Westlands Area, Westlands",2,2,108,2026-06-16
2 Bed Apartment with Swimming Pool at Muthithi Roa,13500000,"Westlands Area, Westlands",2,2,108,2026-06-16
0Today163 Bed Apartment with En Suite at Kirichwa ,21000000,Kilimani,3,3,173,2026-06-16
3 Bed Apartment with En Suite at Kirichwa Road3 Be,21000000,Kilimani,3,3,173,2026-06-16
0Today72 Bed Apartment with En Suite in Westlands ,7500000,"Westlands Area, Westlands",2,2,NaN,2026-06-16
0Today104 Bed Apartment with En Suite in Kilimani4,13000000,Kilimani,4,4,NaN,2026-06-16
0Today164 Bed Apartment with En Suite in Kilimani4,13000000,Kilimani,4,4,NaN,2026-06-16
0Today163 Bed Apartment with En Suite in Kilimani3,9000000,Kilimani,3,3,NaN,2026-06-16
0Today153 Bed Apartment with En Suite in Kilimani3,10500000,Kilimani,3,3,NaN,2026-06-16
0Today112 Bed Apartment with En Suite in Kilimani2,6000000,Kilimani,2,2,NaN,2026-06-16
0Today102 Bed Apartment with En Suite in Kilimani2,7000000,Kilimani,2,2,NaN,2026-06-16
0Today111 Bed Apartment with En Suite in Kilimani1,3000000,Kilimani,1,1,NaN,2026-06-16
34 days ago111 Bed Apartment with En Suite in Lavi,3000000,Lavington,1,1,50,2026-06-16
05 days ago184 Bed Apartment with En Suite in West,17900000,"Westlands Area, Westlands",4,4,NaN,2026-06-16
019Furnished 1 Bed Apartment with En Suite in Mire,5200000,"Mirema, Roysambu",1,1,NaN,2026-06-16
Furnished 1 Bed Apartment with En Suite in MiremaF,5200000,"Mirema, Roysambu",1,1,NaN,2026-06-16
0Today121 Bed Apartment with En Suite in Kilimani1,4000000,Kilimani,1,1,NaN,2026-06-16
0Today132 Bed Apartment with En Suite at Kindaruma,11100000,Kilimani,2,2,110,2026-06-16
2 Bed Apartment with En Suite at Kindaruma Road2 B,11100000,Kilimani,2,2,110,2026-06-16
0Today141 Bed Apartment with En Suite at Ngong Roa,7000000,Kilimani,1,1,60,2026-06-16
1 Bed Apartment with En Suite at Ngong Road1 Bed A,7000000,Kilimani,1,1,60,2026-06-16
0Today62 Bed Apartment with Swimming Pool at Ngong,8500000,Lavington,2,2,85,2026-06-16
2 Bed Apartment with Swimming Pool at Ngong Rd2 Be,8500000,Lavington,2,2,85,2026-06-16
0Today194 Bed Apartment with En Suite in Westlands,17900000,"Westlands Area, Westlands",4,4,NaN,2026-06-16
0Today61 Bed Apartment with Swimming Pool at Ngong,5500000,Lavington,1,1,50,2026-06-16
1 Bed Apartment with Swimming Pool at Ngong Rd1 Be,5500000,Lavington,1,1,50,2026-06-16
023 hours ago164 Bed Apartment with En Suite in Ki,13000000,Kileleshwa,4,5,NaN,2026-06-16
0Yesterday143 Bed Apartment with En Suite in Kilel,10500000,Kileleshwa,3,3,NaN,2026-06-16
023 hours ago172 Bed Apartment with En Suite in Ki,7000000,Kileleshwa,2,2,NaN,2026-06-16
023 hours ago101 Bed Apartment with En Suite in Ki,3000000,Kileleshwa,1,1,NaN,2026-06-16
023 hours ago164 Bed Apartment with En Suite in La,13000000,Lavington,4,5,NaN,2026-06-16
023 hours ago163 Bed Apartment with En Suite in La,9000000,Lavington,3,3,NaN,2026-06-16
023 hours ago112 Bed Apartment with En Suite in La,6000000,Lavington,2,2,NaN,2026-06-16
023 hours ago111 Bed Apartment with En Suite in La,3000000,Lavington,1,1,NaN,2026-06-16
0164 Bed Apartment with En Suite in Westlands Area,7000000,"Westlands Area, Westlands",2,2,145,2026-06-16
08Serviced 3 Bed Apartment with En Suite in Kilele,31000000,Kileleshwa,3,4,NaN,2026-06-16
Serviced 3 Bed Apartment with En Suite in Kilelesh,31000000,Kileleshwa,3,4,NaN,2026-06-16
15 days ago81 Bed Apartment with En Suite in Westl,4000000,"Westlands Area, Westlands",1,1,NaN,2026-06-16
023 hours ago113 Bed Apartment with En Suite in Ki,9000000,Kileleshwa,3,3,NaN,2026-06-16
022 hours ago102 Bed Apartment with En Suite in Ki,6000000,Kileleshwa,2,2,NaN,2026-06-16
023 hours ago121 Bed Apartment with En Suite in Ki,4000000,Kileleshwa,1,1,NaN,2026-06-16
022 hours ago164 Bed Apartment with En Suite in La,13000000,Lavington,4,5,NaN,2026-06-16
021 hours ago153 Bed Apartment with En Suite in La,10500000,Lavington,3,3,NaN,2026-06-16
020 hours ago102 Bed Apartment with En Suite in La,6000000,Lavington,2,2,NaN,2026-06-16
021 hours ago81 Bed Apartment with En Suite in Lav,4000000,Lavington,1,1,NaN,2026-06-16
0Today121 Bed Apartment with Swimming Pool at Muth,7800000,"Westlands Area, Westlands",1,1,57,2026-06-16
0Today161 Bed Apartment with Swimming Pool at Mvul,8200000,"Westlands Area, Westlands",1,1,82,2026-06-16
1 Bed Apartment with Swimming Pool at Mvuli Road1 ,8200000,"Westlands Area, Westlands",1,1,82,2026-06-16
0Today124 Bed Apartment with En Suite at Argwings ,29000000,Kilimani,4,4,250,2026-06-16
4 Bed Apartment with En Suite at Argwings Kodhek4 ,29000000,Kilimani,4,4,250,2026-06-16
0Today203 Bed Apartment with En Suite in Lavington,10000000,3 bedroom apartment for sale in Lavington,3,2,NaN,2026-06-16
0Today162 Bed Apartment with En Suite at Mvuli Roa,15200000,"Westlands Area, Westlands",2,2,145,2026-06-16
2 Bed Apartment with En Suite at Mvuli Road2 Bed A,15200000,"Westlands Area, Westlands",2,2,145,2026-06-16
0Today203 Bed Apartment with En Suite in Kileleshw,10000000,3 bedroom apartment for sale in Kileleshwa,3,2,NaN,2026-06-16
183 Bed Apartment with En Suite in Westlands Area3,7000000,Lavington,2,2,55,2026-06-16
3172 Bed Apartment with En Suite in Westlands Area,7000000,"Westlands Area, Westlands",2,2,NaN,2026-06-16
0133 Bed Apartment with En Suite at Nextgen Mall3 ,15000000,South C,3,3,NaN,2026-06-16
3 Bed Apartment with En Suite at Nextgen Mall3 Bed,15000000,South C,3,3,NaN,2026-06-16
0Today132 Bed Apartment with En Suite in Westlands,7500000,"Westlands Area, Westlands",2,2,NaN,2026-06-16
0Today203 Bed Apartment with En Suite in Kilimani3,10000000,3 bedroom apartment for sale in Kilimani,3,2,NaN,2026-06-16
0Today72 Bed Apartment with En Suite at Maalim Jum,10000000,Kilimani,2,2,67,2026-06-16
2 Bed Apartment with En Suite at Maalim Juma2 Bed ,10000000,Kilimani,2,2,67,2026-06-16
0Today131 Bed Apartment with En Suite in Westlands,4500000,"Westlands Area, Westlands",1,1,NaN,2026-06-16
0Today162 Bed Apartment with Swimming Pool at Mvul,11500000,"Westlands Area, Westlands",2,2,100,2026-06-16
2 Bed Apartment with Swimming Pool at Mvuli Road2 ,11500000,"Westlands Area, Westlands",2,2,100,2026-06-16
017 hours ago201 Bed Apartment with Swimming Pool ,7500000,🏡 Modern Apartments for Sale in Westlands – Ra...,1,1,71,2026-06-16
1 Bed Apartment with Swimming Pool at Raphta Road1,7500000,🏡 Modern Apartments for Sale in Westlands – Ra...,1,1,71,2026-06-16
0Today143 Bed Apartment with En Suite in Kileleshw,10500000,Kileleshwa,3,3,NaN,2026-06-16
0Today172 Bed Apartment with En Suite in Kileleshw,7000000,Kileleshwa,2,2,NaN,2026-06-16
0Today121 Bed Apartment with En Suite in Kileleshw,4000000,Kileleshwa,1,1,NaN,2026-06-16
0101 Bed Apartment with En Suite in Westlands Area,7000000,"Westlands Area, Westlands",2,2,143,2026-06-16
1203 Bed Apartment with En Suite at 2Nd Parklands3,38000000,"Parklands, Westlands",32,3,NaN,2026-06-16
3 Bed Apartment with En Suite at 2Nd Parklands3 Be,38000000,"Parklands, Westlands",32,3,NaN,2026-06-16
2103 Bed Apartment with En Suite in Kileleshwa3 Be,9000000,Kileleshwa,3,3,NaN,2026-06-16
0Today73 Bed Apartment with En Suite in South C3 B,350000000,Block of Apartments For Sale in South C,3,2,NaN,2026-06-16
3 Bed Apartment with En Suite in South C3 Bed Apar,350000000,Block of Apartments For Sale in South C,3,2,NaN,2026-06-16
08 hours ago133 Bed Apartment with En Suite at Oth,32000000,Kileleshwa,3,3,NaN,2026-06-16
3 Bed Apartment with En Suite at Othaya Road3 Bed ,32000000,Kileleshwa,3,3,NaN,2026-06-16
08 hours ago123 Bed Apartment with En Suite at Gat,26500000,Kileleshwa,3,3,NaN,2026-06-16
3 Bed Apartment with En Suite at Gatundu Road3 Bed,26500000,Kileleshwa,3,3,NaN,2026-06-16
08 hours ago162 Bed Apartment with En Suite at Nye,25000000,Kileleshwa,2,2,NaN,2026-06-16
2 Bed Apartment with En Suite at Nyeri Road2 Bed A,25000000,Kileleshwa,2,2,NaN,2026-06-16
012 hours ago191 Bed Apartment with Swimming Pool ,5800000,Kileleshwa,1,1,58,2026-06-16
1 Bed Apartment with Swimming Pool at Vihiga Road1,5800000,Kileleshwa,1,1,58,2026-06-16
02 days ago202 Bed Apartment with En Suite at Muth,10700000,"Westlands Area, Westlands",2,2,107,2026-06-16
2 Bed Apartment with En Suite at Muthithi Road2 Be,10700000,"Westlands Area, Westlands",2,2,107,2026-06-16
02 days ago202 Bed Apartment with En Suite at Gene,16000000,"Westlands Area, Westlands",2,2,131,2026-06-16
2 Bed Apartment with En Suite at General Mathenge2,16000000,"Westlands Area, Westlands",2,2,131,2026-06-16
02 days ago113 Bed Apartment with En Suite at Muth,39000000,"Westlands Area, Westlands",3,3,230,2026-06-16
3 Bed Apartment with En Suite at Muthithi Road3 Be,39000000,"Westlands Area, Westlands",3,3,230,2026-06-16
02 days ago202 Bed Apartment with En Suite at Vihi,14000000,Kileleshwa,2,2,NaN,2026-06-16
2 Bed Apartment with En Suite at Vihiga Road2 Bed ,14000000,Kileleshwa,2,2,NaN,2026-06-16
02 days ago121 Bed Apartment with En Suite at Gene,8300000,"Westlands Area, Westlands",1,1,66,2026-06-16
1 Bed Apartment with En Suite at General Mathenge1,8300000,"Westlands Area, Westlands",1,1,66,2026-06-16
02 days ago202 Bed Apartment with En Suite at St. ,15000000,"Westlands Area, Westlands",2,2,143,2026-06-16
2 Bed Apartment with En Suite at St. Michael'S Roa,15000000,"Westlands Area, Westlands",2,2,143,2026-06-16
016 hours ago72 Bed Apartment with En Suite in Kil,7000000,Kileleshwa,2,2,NaN,2026-06-16
016 hours ago20Serviced 3 Bed Apartment with En Su,38000000,"Parklands, Westlands",3,NaN,NaN,2026-06-16
Serviced 3 Bed Apartment with En Suite in Parkland,38000000,"Parklands, Westlands",3,NaN,NaN,2026-06-16
016 hours ago82 Bed Apartment with En Suite in Lav,11000000,2 bedroom for sale in Lavington,2,2,NaN,2026-06-16
016 hours ago51 Bed Apartment with Swimming Pool i,6000000,1 bedroom in Lavington,1,1,NaN,2026-06-16
1 Bed Apartment with Swimming Pool in Lavington1 B,6000000,1 bedroom in Lavington,1,1,NaN,2026-06-16
0172 Bed Apartment with En Suite in Westlands Area,7000000,"Westlands Area, Westlands",2,2,NaN,2026-06-16
019Serviced Studio Apartment with Gym in KilimaniS,12000000,"Westlands Area, Westlands",2,2,117,2026-06-16
Serviced Studio Apartment with Gym in KilimaniServ,6400000,Serviced Studio Apartment with Gym in Kilimani,NaN,1,NaN,2026-06-16
0112 Bed Apartment in Kilimani2 Bed Apartment in K,7500000,Kilimani,2,2,NaN,2026-06-16
2 Bed Apartment in Kilimani2 Bed Apartment in Kili,7500000,Kilimani,2,2,NaN,2026-06-16
3112 Bed Apartment with En Suite in Kilimani2 Bed ,6000000,Kilimani,2,2,NaN,2026-06-16
0Yesterday101 Bed Apartment with En Suite in Westl,4000000,"Westlands Area, Westlands",1,1,NaN,2026-06-16
018 hours ago7Studio Apartment with En Suite in Lo,2400000,"Lower Kabete, Westlands",NaN,1,NaN,2026-06-16
Studio Apartment with En Suite in Lower KabeteStud,2400000,"Lower Kabete, Westlands",NaN,1,NaN,2026-06-16
022 hours ago164 Bed Apartment with En Suite in Ki,13000000,Kileleshwa,4,5,NaN,2026-06-16
023 hours ago143 Bed Apartment with En Suite in Ki,10500000,Kileleshwa,3,3,NaN,2026-06-16
021 hours ago172 Bed Apartment with En Suite in Ki,7000000,Kileleshwa,2,2,NaN,2026-06-16
022 hours ago101 Bed Apartment with En Suite in Ki,3000000,Kileleshwa,1,1,NaN,2026-06-16
023 hours ago153 Bed Apartment with En Suite in La,10500000,Lavington,3,3,NaN,2026-06-16
023 hours ago102 Bed Apartment with En Suite in La,7000000,Lavington,2,2,NaN,2026-06-16
023 hours ago71 Bed Apartment with En Suite in Lav,4000000,Lavington,1,1,NaN,2026-06-16
021 hours ago164 Bed Apartment with En Suite in Ki,20000000,Kileleshwa,4,5,NaN,2026-06-16
021 hours ago143 Bed Apartment with En Suite in Ki,10500000,Kileleshwa,3,3,NaN,2026-06-16
020 hours ago102 Bed Apartment with En Suite in Ki,6000000,Kileleshwa,2,2,NaN,2026-06-16
021 hours ago121 Bed Apartment with En Suite in Ki,4000000,Kileleshwa,1,1,NaN,2026-06-16
021 hours ago164 Bed Apartment with En Suite in La,20000000,Lavington,4,5,NaN,2026-06-16
020 hours ago153 Bed Apartment with En Suite in La,9000000,Lavington,3,3,NaN,2026-06-16
017 hours ago161 Bed Apartment with Swimming Pool ,5500000,"Westlands Area, Westlands",1,1,43,2026-06-16
1 Bed Apartment with Swimming Pool at Peponi Road1,5500000,"Westlands Area, Westlands",1,1,43,2026-06-16
017 hours ago112 Bed Apartment with En Suite at Of,12000000,"Westlands Area, Westlands",2,2,117,2026-06-16
2 Bed Apartment with En Suite at Off Wayaki Road2 ,12000000,"Westlands Area, Westlands",2,2,117,2026-06-16
0112 Bed Apartment with En Suite in Lavington2 Bed,4500000,"Westlands Area, Westlands",1,1,63,2026-06-16
042 Bed Apartment with Swimming Pool in Kilimani2 ,7000000,Kilimani,2,3,NaN,2026-06-16
2 Bed Apartment with Swimming Pool in Kilimani2 Be,7000000,Kilimani,2,3,NaN,2026-06-16
261 Bed Apartment with Swimming Pool in Kitisuru1 ,4500000,"Kitisuru, Westlands",1,1,43,2026-06-16
1 Bed Apartment with Swimming Pool in Kitisuru1 Be,4500000,"Kitisuru, Westlands",1,1,43,2026-06-16
04 days ago111 Bed Apartment with En Suite in Kili,3000000,Kilimani,1,1,NaN,2026-06-16
05 days ago112 Bed Apartment with En Suite in Kili,6000000,Kilimani,2,2,NaN,2026-06-16
0Yesterday163 Bed Apartment with En Suite in Kilim,9000000,Kilimani,3,3,NaN,2026-06-16
0Yesterday104 Bed Apartment with En Suite in Kilim,13000000,Kilimani,4,4,NaN,2026-06-16
05 days ago164 Bed Apartment with En Suite in Kili,13000000,Kilimani,4,4,NaN,2026-06-16
0Yesterday194 Bed Apartment with En Suite in Westl,17900000,"Westlands Area, Westlands",4,4,NaN,2026-06-16
0Yesterday83 Bed Apartment with En Suite in Westla,11000000,"Westlands Area, Westlands",3,3,NaN,2026-06-16
0Yesterday82 Bed Apartment with En Suite in Westla,7000000,"Westlands Area, Westlands",2,2,NaN,2026-06-16
05 days ago172 Bed Apartment with En Suite in West,7000000,"Westlands Area, Westlands",2,2,NaN,2026-06-16
0Yesterday71 Bed Apartment with En Suite in Westla,4000000,"Westlands Area, Westlands",1,1,NaN,2026-06-16
017 hours ago112 Bed Apartment with Swimming Pool ,10500000,"Westlands Area, Westlands",2,2,63,2026-06-16
2 Bed Apartment with Swimming Pool at Off Wayaki R,10500000,"Westlands Area, Westlands",2,2,63,2026-06-16
0163 Bed Apartment with En Suite in Lavington3 Bed,13600000,Lavington,3,3,NaN,2026-06-16
017 hours ago101 Bed Apartment with En Suite in We,4000000,"Westlands Area, Westlands",1,1,NaN,2026-06-16
017 hours ago81 Bed Apartment with En Suite in Wes,4500000,"Westlands Area, Westlands",1,1,NaN,2026-06-16
0203 Bed Apartment with En Suite at Next To Westga,8000000,Kileleshwa,2,2,89,2026-06-16
3 Bed Apartment with En Suite at Next To Westgate ,19800000,"Westlands Area, Westlands",3,4,NaN,2026-06-16
313Serviced 2 Bed Apartment with En Suite at Wood ,8200000,Kilimani,2,2,92,2026-06-16
Serviced 2 Bed Apartment with En Suite at Wood Ave,8200000,Kilimani,2,2,92,2026-06-16
0103 Bed Apartment with En Suite in Lavington3 Bed,9000000,Lavington,3,3,NaN,2026-06-16
017 hours ago164 Bed Apartment with En Suite in We,18000000,4 bedroom apartment for sale in Westlands,4,4,NaN,2026-06-16
017 hours ago173 Bed Apartment with En Suite in We,13000000,3 bedroom apartment for sale in Westlands,3,2,NaN,2026-06-16
017 hours ago112 Bed Apartment with En Suite in We,7000000,2 bedroom apartment for sale in Westlands,2,1,NaN,2026-06-16
017 hours ago111 Bed Apartment with En Suite in We,4000000,1 bedroom apartment for sale in Westlands,1,1,NaN,2026-06-16
017 hours ago174 Bed Apartment with En Suite in La,13500000,4 bedroom apartment for sale in Lavington,4,4,NaN,2026-06-16
017 hours ago174 Bed Apartment with En Suite in Ki,13500000,4 bedroom apartment for sale in Kilimani,4,4,NaN,2026-06-16
017 hours ago173 Bed Apartment with En Suite in Ki,10000000,3 bedroom apartment for sale in Kileleshwa,3,2,NaN,2026-06-16
017 hours ago173 Bed Apartment with En Suite in La,10000000,3 bedroom apartment for sale in Lavington,3,2,NaN,2026-06-16
017 hours ago152 Bed Apartment with En Suite in La,6000000,2 bedroom apartment for sale in Lavington,2,1,NaN,2026-06-16
017 hours ago152 Bed Apartment with En Suite in Ki,6000000,2 bedroom apartment for sale in Kileleshwa,2,1,NaN,2026-06-16
017 hours ago151 Bed Apartment with En Suite in La,3000000,1 bedroom apartment for sale in Lavington,1,1,NaN,2026-06-16
017 hours ago151 Bed Apartment with En Suite in Ki,3000000,1 bedroom apartment for sale in Kileleshwa,1,1,NaN,2026-06-16
017 hours ago131 Bed Apartment with Swimming Pool ,6000000,"Westlands Area, Westlands",1,1,54,2026-06-16
1 Bed Apartment with Swimming Pool at Off Wayaki R,6000000,"Westlands Area, Westlands",1,1,54,2026-06-16
1 Bed Apartment with Swimming Pool at Sports Road1,12600000,"Westlands Area, Westlands",1,1,70,2026-06-16
017 hours ago172 Bed Apartment with En Suite in We,7000000,"Westlands Area, Westlands",2,2,NaN,2026-06-16
017 hours ago91 Bed Apartment with Swimming Pool a,4100000,"Lower Kabete, Westlands",1,1,42,2026-06-16
1 Bed Apartment with Swimming Pool at Lower Kabete,4100000,"Lower Kabete, Westlands",1,1,42,2026-06-16
017 hours ago242 Bed Apartment with Swimming Pool ,8000000,Kileleshwa,2,2,89,2026-06-16
2 Bed Apartment with Swimming Pool at Vihiga Road2,8000000,Kileleshwa,2,2,89,2026-06-16
