Property_ID,Price_KES,Location,Bedrooms,Bathrooms,Size_sqm,Scraped_Date
2 Bed Apartment with Swimming Pool at Mogotio Road,8200000,"Westlands Area, Westlands",2,2,82,2026-06-02
0Today191 Bed Apartment with Swimming Pool at Mogo,7200000,"Westlands Area, Westlands",1,1,65,2026-06-02
1 Bed Apartment with Swimming Pool at Mogotio Road,7200000,"Westlands Area, Westlands",1,1,65,2026-06-02
0Today161 Bed Apartment with En Suite in Riverside,6000000,"Riverside, Westlands",1,2,NaN,2026-06-02
1 Bed Apartment with En Suite in Riverside1 Bed Ap,6000000,"Riverside, Westlands",1,2,NaN,2026-06-02
0Today111 Bed Apartment with Swimming Pool at Chan,6400000,Kilimani,1,1,61,2026-06-02
1 Bed Apartment with Swimming Pool at Chania Avenu,6400000,Kilimani,1,1,61,2026-06-02
0Today132 Bed Apartment with En Suite in Kileleshw,6200000,Kileleshwa,2,3,NaN,2026-06-02
0Today192 Bed Apartment with En Suite in Kileleshw,8000000,Kileleshwa,2,3,NaN,2026-06-02
0Today91 Bed Apartment with En Suite in Kileleshwa,4500000,Kileleshwa,1,2,NaN,2026-06-02
0Today201 Bed Apartment with En Suite in Kileleshw,4500000,Kileleshwa,1,2,NaN,2026-06-02
0Today71 Bed Apartment with En Suite in Kileleshwa,7000000,Kileleshwa,1,2,NaN,2026-06-02
0Today101 Bed Apartment with En Suite in Westlands,4000000,1 bedroom apartment for sale in Westlands,1,1,NaN,2026-06-02
0Today174 Bed Apartment with En Suite in Lavington,13500000,4 bedroom apartment for sale in Lavington,4,4,NaN,2026-06-02
0Today174 Bed Apartment with En Suite in Kileleshw,13500000,4 bedroom apartment for sale in Kileleshwa,4,4,NaN,2026-06-02
4 Bed Apartment with En Suite in Kileleshwa4 Bed A,13500000,4 bedroom apartment for sale in Kileleshwa,4,4,NaN,2026-06-02
0Today174 Bed Apartment with En Suite in Kilimani4,13500000,4 bedroom apartment for sale in Kilimani,4,4,NaN,2026-06-02
0173 Bed Apartment with En Suite in Kileleshwa3 Be,7500000,Lavington,2,3,100,2026-06-02
05 days ago103 Bed Apartment with En Suite in Lavi,9000000,Lavington,3,3,NaN,2026-06-02
1152 Bed Apartment with En Suite in Lavington2 Bed,6000000,2 bedroom apartment for sale in Lavington,2,1,NaN,2026-06-02
0Today163 Bed Apartment with En Suite in Lavington,10000000,3 bedroom apartment for sale in Lavington,3,2,NaN,2026-06-02
0Today163 Bed Apartment with En Suite in Kileleshw,10000000,3 bedroom apartment for sale in Kileleshwa,3,2,NaN,2026-06-02
0Today112 Bed Apartment with En Suite in Westlands,7000000,2 bedroom apartment for sale in Westlands,2,1,NaN,2026-06-02
0Today164 Bed Apartment with En Suite in Westlands,18000000,4 bedroom apartment for sale in Westlands,4,4,NaN,2026-06-02
0Today173 Bed Apartment with En Suite in Westlands,13000000,3 bedroom apartment for sale in Westlands,3,2,NaN,2026-06-02
0Today163 Bed Apartment with En Suite in Kilimani3,10000000,3 bedroom apartment for sale in Kilimani,3,2,NaN,2026-06-02
0Today152 Bed Apartment with En Suite in Lavington,6000000,2 bedroom apartment for sale in Lavington,2,1,NaN,2026-06-02
0Today152 Bed Apartment with En Suite in Kileleshw,6000000,2 bedroom apartment for sale in Kileleshwa,2,1,NaN,2026-06-02
0Today152 Bed Apartment with En Suite in Kilimani2,6000000,2 bedroom apartment for sale in Kilimani,2,1,NaN,2026-06-02
0Today151 Bed Apartment with En Suite in Lavington,3000000,1 bedroom apartment for sale in Lavington,1,1,NaN,2026-06-02
0Today151 Bed Apartment with En Suite in Kileleshw,3000000,1 bedroom apartment for sale in Kileleshwa,1,1,NaN,2026-06-02
0Today151 Bed Apartment with En Suite in Kilimani1,3000000,1 bedroom apartment for sale in Kilimani,1,1,NaN,2026-06-02
0Today113 Bed Apartment with En Suite at Kilimani3,22140000,Kilimani,3,3,217,2026-06-02
3 Bed Apartment with En Suite at Kilimani3 Bed Apa,22140000,Kilimani,3,3,217,2026-06-02
0Today112 Bed Apartment with Swimming Pool at Kili,10110000,Kilimani,2,2,100,2026-06-02
2 Bed Apartment with Swimming Pool at Kilimani2 Be,10110000,Kilimani,2,2,100,2026-06-02
0Today91 Bed Apartment with En Suite in Lavington1,5700000,Lavington,1,2,NaN,2026-06-02
0Today101 Bed Apartment with En Suite in Lavington,5000000,Lavington,1,3,NaN,2026-06-02
0174 Bed Apartment with En Suite in Lavington4 Bed,4000000,Kilimani,1,2,NaN,2026-06-02
05 days ago203 Bed Apartment with En Suite at 2Nd ,38000000,"Parklands, Westlands",32,3,NaN,2026-06-02
3 Bed Apartment with En Suite at 2Nd Parklands3 Be,38000000,"Parklands, Westlands",32,3,NaN,2026-06-02
0164 Bed Apartment with En Suite in Westlands Area,18000000,4 bedroom apartment for sale in Westlands,4,4,NaN,2026-06-02
0Today111 Bed Apartment with En Suite in Lavington,3000000,Lavington,1,1,NaN,2026-06-02
0Today102 Bed Apartment with En Suite in Kileleshw,6000000,Kileleshwa,2,2,NaN,2026-06-02
0Today101 Bed Apartment with En Suite in Kileleshw,3000000,Kileleshwa,1,1,NaN,2026-06-02
0Today153 Bed Apartment with En Suite in Kilimani3,10500000,Kilimani,3,3,NaN,2026-06-02
0Today102 Bed Apartment with En Suite in Kilimani2,7000000,Kilimani,2,2,NaN,2026-06-02
0Today111 Bed Apartment with En Suite in Kilimani1,3000000,Kilimani,1,1,NaN,2026-06-02
0Today121 Bed Apartment with En Suite in Kilimani1,4000000,Kilimani,1,1,NaN,2026-06-02
0Today122 Bed Apartment with En Suite in Westlands,7000000,"Westlands Area, Westlands",2,2,NaN,2026-06-02
0Today81 Bed Apartment with En Suite in Westlands ,4500000,"Westlands Area, Westlands",1,1,NaN,2026-06-02
0Today382 Bed Apartment with En Suite in Naivasha ,7800000,Nairobi,2,2,NaN,2026-06-02
2 Bed Apartment with En Suite in Naivasha Road2 Be,7800000,Nairobi,2,2,NaN,2026-06-02
0Today91 Bed Apartment with En Suite in Kilimani1 ,5400000,Kilimani,1,2,NaN,2026-06-02
0Today93 Bed Apartment with En Suite in Kilimani3 ,12000000,Kilimani,3,4,NaN,2026-06-02
0Today113 Bed Apartment with En Suite in Kilimani3,11000000,Kilimani,3,4,NaN,2026-06-02
0Today182 Bed Apartment with En Suite in Kilimani2,8700000,Kilimani,2,3,NaN,2026-06-02
0Today61 Bed Apartment with En Suite in Kilimani1 ,4000000,Kilimani,1,2,NaN,2026-06-02
0133 Bed Apartment with En Suite at Nextgen Mall3 ,7000000,Kileleshwa,2,2,43,2026-06-02
3 Bed Apartment with En Suite at Nextgen Mall3 Bed,15000000,South C,3,3,NaN,2026-06-02
019Serviced Studio Apartment with Gym in KilimaniS,6400000,Serviced Studio Apartment with Gym in Kilimani,NaN,1,NaN,2026-06-02
Serviced Studio Apartment with Gym in KilimaniServ,6400000,Serviced Studio Apartment with Gym in Kilimani,NaN,1,NaN,2026-06-02
261 Bed Apartment with Swimming Pool in Kitisuru1 ,4500000,"Kitisuru, Westlands",1,1,43,2026-06-02
1 Bed Apartment with Swimming Pool in Kitisuru1 Be,4500000,"Kitisuru, Westlands",1,1,43,2026-06-02
0Today53 Bed Apartment with En Suite in General Ma,46000000,"General Mathenge, Westlands",3,3,NaN,2026-06-02
3 Bed Apartment with En Suite in General Mathenge3,46000000,"General Mathenge, Westlands",3,3,NaN,2026-06-02
0Today83 Bed Apartment with En Suite in Westlands ,11000000,"Westlands Area, Westlands",3,3,NaN,2026-06-02
0Today61 Bed Apartment with En Suite in Westlands ,6000000,"Westlands Area, Westlands",1,2,NaN,2026-06-02
0Today32 Bed Apartment with En Suite in Westlands ,9000000,"Westlands Area, Westlands",2,3,NaN,2026-06-02
0Today92 Bed Apartment with En Suite in Westlands ,9000000,"Westlands Area, Westlands",2,3,NaN,2026-06-02
0Today72 Bed Apartment with En Suite in Westlands ,8500000,"Westlands Area, Westlands",2,3,NaN,2026-06-02
0Today91 Bed Apartment with En Suite in Westlands ,5500000,"Westlands Area, Westlands",1,2,NaN,2026-06-02
0Today164 Bed Apartment with En Suite in Kileleshw,13000000,Kileleshwa,4,5,NaN,2026-06-02
0Today124 Bed Apartment with En Suite in Kileleshw,20000000,Kileleshwa,4,5,NaN,2026-06-02
0Today113 Bed Apartment with En Suite in Kileleshw,9000000,Kileleshwa,3,3,NaN,2026-06-02
0232 Bed Apartment with En Suite in Kilimani2 Bed ,13500000,4 bedroom apartment for sale in Kileleshwa,4,4,NaN,2026-06-02
1102 Bed Apartment with En Suite in Kileleshwa2 Be,6000000,"The most affordable 2 bedroom in Kileleshwa, Na...",2,2,NaN,2026-06-02
042 Bed Apartment with Swimming Pool in Kilimani2 ,7000000,Kilimani,2,3,NaN,2026-06-02
2 Bed Apartment with Swimming Pool in Kilimani2 Be,7000000,Kilimani,2,3,NaN,2026-06-02
0Today104 Bed Apartment with En Suite in Kilimani4,13000000,Kilimani,4,4,NaN,2026-06-02
0Today164 Bed Apartment with En Suite in Kilimani4,13000000,Kilimani,4,4,NaN,2026-06-02
0Today194 Bed Apartment with En Suite in Westlands,18000000,"Westlands Area, Westlands",4,4,NaN,2026-06-02
0Today113 Bed Apartment in Westlands Area3 Bed Apa,39500000,"Westlands Area, Westlands",3,NaN,NaN,2026-06-02
3 Bed Apartment in Westlands Area3 Bed Apartment i,39500000,"Westlands Area, Westlands",3,NaN,NaN,2026-06-02
0173 Bed Apartment with En Suite in Lavington3 Bed,13000000,Kileleshwa,4,5,79,2026-06-02
083 Bed Apartment with En Suite in Westlands Area3,11000000,"Westlands Area, Westlands",3,3,NaN,2026-06-02
2112 Bed Apartment with En Suite in Westlands Area,7500000,"Westlands Area, Westlands",2,2,NaN,2026-06-02
0Today172 Bed Apartment with Swimming Pool at Mogo,15800000,"Westlands Area, Westlands",2,2,126,2026-06-02
0Today171 Bed Apartment with Swimming Pool at Mogo,8500000,"Westlands Area, Westlands",1,1,79,2026-06-02
0103 Bed Apartment with En Suite in Kilimani3 Bed ,4500000,"Westlands Area, Westlands",1,1,173,2026-06-02
313Serviced 2 Bed Apartment with En Suite at Wood ,8200000,Kilimani,2,2,92,2026-06-02
Serviced 2 Bed Apartment with En Suite at Wood Ave,8200000,Kilimani,2,2,92,2026-06-02
1192 Bed Apartment with En Suite in Riverside2 Bed,14000000,"Riverside, Westlands",2,2,NaN,2026-06-02
2 Bed Apartment with En Suite in Riverside2 Bed Ap,14000000,"Riverside, Westlands",2,2,NaN,2026-06-02
0Today92 Bed Apartment with En Suite in Kileleshwa,6000000,Kileleshwa,2,2,NaN,2026-06-02
0Today92 Bed Apartment with Swimming Pool at Kiric,22000000,Kilimani,2,2,173,2026-06-02
2 Bed Apartment with Swimming Pool at Kirichwa Roa,22000000,Kilimani,2,2,173,2026-06-02
1173 Bed Apartment in Parklands3 Bed Apartment in ,7500000,"Westlands Area, Westlands",2,2,48,2026-06-02
3 Bed Apartment in Parklands3 Bed Apartment in Par,40000000,"Parklands, Westlands",3,NaN,NaN,2026-06-02
1194 Bed Apartment with En Suite in Westlands Area,17900000,"Westlands Area, Westlands",4,4,NaN,2026-06-02
1111 Bed Apartment with En Suite in Kilimani1 Bed ,3000000,Kilimani,1,1,NaN,2026-06-02
0Today91 Bed Apartment with Swimming Pool at Taber,4000000,Kileleshwa,1,1,48,2026-06-02
1 Bed Apartment with Swimming Pool at Tabere Cresc,4000000,Kileleshwa,1,1,48,2026-06-02
0Today162 Bed Apartment with En Suite in Westlands,7000000,"Westlands Area, Westlands",2,2,NaN,2026-06-02
1112 Bed Apartment with En Suite in Westlands Area,8500000,Kilimani,2,3,76,2026-06-02
09Serviced 3 Bed Apartment with En Suite in Laving,21000000,Lavington,3,3,NaN,2026-06-02
Serviced 3 Bed Apartment with En Suite in Lavingto,21000000,Lavington,3,3,NaN,2026-06-02
2111 Bed Apartment with En Suite in Westlands Area,4000000,"Westlands Area, Westlands",1,1,NaN,2026-06-02
0Today123 Bed Apartment with En Suite in Kileleshw,18000000,Kileleshwa spacious 3 bedrooms master en-suite...,3,NaN,NaN,2026-06-02
0Today40Studio Apartment with En Suite in Thika Ro,2500000,Studio Apartment with En Suite in Thika Road,NaN,1,NaN,2026-06-02
Studio Apartment with En Suite in Thika RoadStudio,2500000,Studio Apartment with En Suite in Thika Road,NaN,1,NaN,2026-06-02
0Today121 Bed Apartment in Westlands Area1 Bed Apa,9500000,"Westlands Area, Westlands",1,NaN,NaN,2026-06-02
1 Bed Apartment in Westlands Area1 Bed Apartment i,9500000,"Westlands Area, Westlands",1,NaN,NaN,2026-06-02
091 Bed Apartment with Swimming Pool in Lavington1,7600000,Lavington,1,1,NaN,2026-06-02
1 Bed Apartment with Swimming Pool in Lavington1 B,7600000,Lavington,1,1,NaN,2026-06-02
06Studio Apartment with Swimming Pool in Westlands,6000000,Studio Apartment with Swimming Pool in Westlands Area,NaN,1,NaN,2026-06-02
Studio Apartment with Swimming Pool in Westlands A,6000000,Studio Apartment with Swimming Pool in Westlands Area,NaN,1,NaN,2026-06-02
071 Bed Apartment with Swimming Pool in Lower Kabe,4230000,"Lower Kabete, Westlands",1,1,NaN,2026-06-02
1 Bed Apartment with Swimming Pool in Lower Kabete,4230000,"Lower Kabete, Westlands",1,1,NaN,2026-06-02
0Yesterday82 Bed Apartment with En Suite in Kilele,10800000,Kileleshwa,2,2,NaN,2026-06-02
0Today161 Bed Apartment with En Suite at Peponi Ro,9000000,"Westlands Area, Westlands",1,1,76,2026-06-02
1 Bed Apartment with En Suite at Peponi Road1 Bed ,9000000,"Westlands Area, Westlands",1,1,76,2026-06-02
0Today73 Bed Apartment with En Suite in Lavington3,11000000,Lavington,3,4,NaN,2026-06-02
03 days ago122 Bed Apartment with En Suite in Lavi,8000000,Lavington,2,3,NaN,2026-06-02
0Today81 Bed Apartment with En Suite in Lavington1,5000000,Lavington,1,2,NaN,2026-06-02
03 days ago153 Bed Apartment with En Suite in Lavi,11000000,Lavington,3,3,NaN,2026-06-02
03 days ago91 Bed Apartment with En Suite in Kilel,6000000,Kileleshwa,1,2,NaN,2026-06-02
03 days ago93 Bed Apartment with En Suite in Kilel,15000000,Kileleshwa,3,4,NaN,2026-06-02
0Today142 Bed Apartment with En Suite in Kileleshw,7800000,Kileleshwa,2,3,NaN,2026-06-02
0Today72 Bed Apartment with En Suite in Kileleshwa,6000000,Kileleshwa,2,3,NaN,2026-06-02
0Today62 Bed Apartment with En Suite in Kilimani2 ,7500000,Kilimani,2,3,NaN,2026-06-02
0Today82 Bed Apartment with En Suite in Kilimani2 ,8500000,Kilimani,2,3,NaN,2026-06-02
281 Bed Apartment with Borehole at Sore Road1 Bed ,7000000,"Westlands Area, Westlands",2,2,50,2026-06-02
1 Bed Apartment with Borehole at Sore Road1 Bed Ap,5450000,South B,1,1,50,2026-06-02
722Studio Apartment with Swimming Pool at Wood Ave,4800000,Kilimani,NaN,1,50,2026-06-02
Studio Apartment with Swimming Pool at Wood Avenue,4800000,Kilimani,NaN,1,50,2026-06-02
1273 Bed Apartment with En Suite at Nyeri Road3 Be,16000000,Kileleshwa,3,3,NaN,2026-06-02
3 Bed Apartment with En Suite at Nyeri Road3 Bed A,16000000,Kileleshwa,3,3,NaN,2026-06-02
03 days ago13Serviced 2 Bed Apartment with En Suit,13000000,Kilimani,2,3,NaN,2026-06-02
Serviced 2 Bed Apartment with En Suite in Kilimani,13000000,Kilimani,2,3,NaN,2026-06-02
03 days ago112 Bed Apartment with En Suite in Kili,6600000,Kilimani,2,3,NaN,2026-06-02
03 days ago83 Bed Apartment with En Suite in Kilim,18000000,Kilimani,3,4,NaN,2026-06-02
0Yesterday132 Bed Apartment with En Suite in Westl,9500000,"Westlands Area, Westlands",2,3,NaN,2026-06-02
03 days ago151 Bed Apartment with En Suite in West,6000000,"Westlands Area, Westlands",1,2,NaN,2026-06-02
0Today152 Bed Apartment with En Suite in Westlands,9000000,"Westlands Area, Westlands",2,3,NaN,2026-06-02
0Today132 Bed Apartment with En Suite in Westlands,6000000,"Westlands Area, Westlands",2,3,NaN,2026-06-02
0Today131 Bed Apartment with En Suite in Westlands,5000000,"Westlands Area, Westlands",1,2,NaN,2026-06-02
0Today82 Bed Apartment with En Suite in Rhapta Roa,11000000,"Rhapta Road, Westlands",2,2,NaN,2026-06-02
2 Bed Apartment with En Suite in Rhapta Road2 Bed ,11000000,"Rhapta Road, Westlands",2,2,NaN,2026-06-02
4145 Bed Apartment with En Suite at Church Road5 B,18000000,4 bedroom apartment for sale in Westlands,4,4,NaN,2026-06-02
5 Bed Apartment with En Suite at Church Road5 Bed ,35000000,"Westlands Area, Westlands",5,4,NaN,2026-06-02
0Today121 Bed Apartment with Swimming Pool at Otha,9000000,Kileleshwa,1,1,76,2026-06-02
1 Bed Apartment with Swimming Pool at Othaya Road1,9000000,Kileleshwa,1,1,76,2026-06-02
020Serviced 1 Bed Apartment with Gym at 23 West La,7100000,"Westlands Area, Westlands",123,1,NaN,2026-06-02
Serviced 1 Bed Apartment with Gym at 23 West Lands,7100000,"Westlands Area, Westlands",123,1,NaN,2026-06-02
0Today203 Bed Apartment with En Suite in Kileleshw,10000000,3 bedroom apartment for sale in Kileleshwa,3,2,NaN,2026-06-02
0Today203 Bed Apartment with En Suite in Lavington,10000000,3 bedroom apartment for sale in Lavington,3,2,NaN,2026-06-02
0Today172 Bed Apartment with En Suite in Lavington,6000000,2 bedroom apartment for sale in Lavington,2,1,NaN,2026-06-02
0Today172 Bed Apartment with En Suite in Kilimani2,6000000,2 bedroom apartment for sale in Kilimani,2,1,NaN,2026-06-02
0Today141 Bed Apartment with En Suite in Westlands,4000000,1 bedroom apartment for sale in Westlands,1,1,NaN,2026-06-02
0Today171 Bed Apartment with En Suite in Lavington,3000000,bedroom apartment for sale in Lavington,1,1,NaN,2026-06-02
0Today171 Bed Apartment with En Suite in Kileleshw,3000000,1 bedroom apartment for sale in Kileleshwa,1,1,NaN,2026-06-02
0Today171 Bed Apartment with En Suite in Kilimani1,3000000,1 bedroom apartment for sale in Kilimani,1,1,NaN,2026-06-02
0Today111 Bed Apartment with En Suite in Kileleshw,4000000,Kileleshwa,1,1,NaN,2026-06-02
1Today102 Bed Apartment with En Suite in Lavington,7000000,Lavington,2,2,NaN,2026-06-02
0Today203 Bed Apartment with En Suite in Kilimani3,10000000,3 bedroom apartment for sale in Kilimani,3,2,NaN,2026-06-02
0Today122 Bed Apartment with En Suite in Kileleshw,8500000,Kileleshwa,2,3,NaN,2026-06-02
0Today61 Bed Apartment with En Suite in Kileleshwa,5500000,Kileleshwa,1,2,NaN,2026-06-02
0Today131 Bed Apartment with En Suite in Kileleshw,5000000,Kileleshwa,1,2,NaN,2026-06-02
0Today154 Bed Apartment with En Suite in Lavington,20000000,Lavington,4,5,NaN,2026-06-02
0Today92 Bed Apartment with En Suite in Kilimani2 ,8000000,Kilimani,2,2,NaN,2026-06-02
0Today62 Bed Apartment with En Suite in Lavington2,8000000,Lavington,2,3,NaN,2026-06-02
0Today82 Bed Apartment with En Suite in Lavington2,8000000,Lavington,2,3,NaN,2026-06-02
1Today153 Bed Apartment with En Suite in Lavington,10500000,Lavington,3,3,NaN,2026-06-02
0Today71 Bed Apartment with En Suite in Kilimani1 ,5500000,Kilimani,1,2,NaN,2026-06-02
0Today101 Bed Apartment with En Suite in Kilimani1,4800000,Kilimani,1,2,NaN,2026-06-02
0Today173 Bed Apartment with En Suite in Lavington,10000000,3 bedroom apartment for sale in Lavington,3,2,NaN,2026-06-02
0Today173 Bed Apartment with En Suite in Kileleshw,10000000,3 bedroom apartment for sale in Kileleshwa,3,2,NaN,2026-06-02
0Today173 Bed Apartment with En Suite in Kilimani3,10000000,3 bedroom apartment for sale in Kilimani,3,2,NaN,2026-06-02
0Today202 Bed Apartment with Swimming Pool at Durh,9800000,Kileleshwa,2,2,114,2026-06-02
2 Bed Apartment with Swimming Pool at Durham Road2,9800000,Kileleshwa,2,2,114,2026-06-02
0Today153 Bed Apartment with En Suite in Westlands,6000000,Lavington,2,2,141,2026-06-02
0Today82 Bed Apartment with En Suite in Westlands ,8000000,"Westlands Area, Westlands",2,3,NaN,2026-06-02
0Today151 Bed Apartment with En Suite in Westlands,6000000,"Westlands Area, Westlands",1,2,NaN,2026-06-02
0Today202 Bed Apartment with Swimming Pool at Off ,17000000,Kilimani,2,2,99,2026-06-02
2 Bed Apartment with Swimming Pool at Off Nyangumi,17000000,Kilimani,2,2,99,2026-06-02
0Today163 Bed Apartment with En Suite at Riverside,22000000,3-bedroom apartment for sale in Riversides,3,3,141,2026-06-02
3 Bed Apartment with En Suite at Riverside Drive3 ,22000000,3-bedroom apartment for sale in Riversides,3,3,141,2026-06-02
03 days ago91 Bed Apartment with En Suite in Lavin,7000000,Kilimani,2,2,65,2026-06-02
03 days ago111 Bed Apartment with En Suite in Lavi,5000000,Lavington,1,2,NaN,2026-06-02
04 days ago153 Bed Apartment with En Suite in Lavi,11000000,Lavington,3,3,NaN,2026-06-02
03 days ago152 Bed Apartment with En Suite in Lavi,6000000,Lavington,2,3,NaN,2026-06-02
03 days ago73 Bed Apartment with En Suite in Lavin,11000000,Lavington,3,4,NaN,2026-06-02
0Today201 Bed Apartment with Swimming Pool at Off ,9400000,Kilimani,1,1,59,2026-06-02
1 Bed Apartment with Swimming Pool at Off Nyangumi,9400000,Kilimani,1,1,59,2026-06-02
0Today161 Bed Apartment with Swimming Pool at Rive,8000000,"Riverside, Westlands",1,1,65,2026-06-02
1 Bed Apartment with Swimming Pool at Riverside Dr,8000000,"Riverside, Westlands",1,1,65,2026-06-02
0Today162 Bed Apartment with Swimming Pool at Rive,14000000,"Riverside, Westlands",2,2,98,2026-06-02
2 Bed Apartment with Swimming Pool at Riverside Dr,14000000,"Riverside, Westlands",2,2,98,2026-06-02
0Yesterday92 Bed Apartment with En Suite in Kilima,7500000,Kilimani,2,3,NaN,2026-06-02
0Yesterday193 Bed Apartment with En Suite in Kilim,12000000,Kilimani,3,3,NaN,2026-06-02
03 days ago92 Bed Apartment with En Suite in Kilim,8000000,Kilimani,2,3,NaN,2026-06-02
03 days ago61 Bed Apartment with En Suite in Kilim,4500000,Kilimani,1,2,NaN,2026-06-02
