Property_ID,Price_KES,Location,Bedrooms,Bathrooms,Size_sqm,Scraped_Date
0152 Bed Apartment with En Suite in Lavington2 Bed,6000000,2 bedroom apartment for sale in Lavington,2,1,NaN,2026-05-21
0Today172 Bed Apartment with En Suite in Kileleshw,7000000,Kileleshwa,2,2,NaN,2026-05-21
0Today101 Bed Apartment with En Suite in Kileleshw,3000000,Kileleshwa,1,1,NaN,2026-05-21
1 Bed Apartment with En Suite in Kileleshwa1 Bed A,3000000,Kileleshwa,1,1,NaN,2026-05-21
0Today121 Bed Apartment with En Suite in Kileleshw,4000000,Kileleshwa,1,1,NaN,2026-05-21
0Today164 Bed Apartment with En Suite in Lavington,13000000,Lavington,4,5,NaN,2026-05-21
0Today163 Bed Apartment with En Suite in Lavington,9000000,Lavington,3,3,NaN,2026-05-21
0Today153 Bed Apartment with En Suite in Lavington,10500000,Lavington,3,3,NaN,2026-05-21
0Today112 Bed Apartment with En Suite in Lavington,6000000,Lavington,2,2,NaN,2026-05-21
0Today102 Bed Apartment with En Suite in Lavington,7000000,Lavington,2,2,NaN,2026-05-21
0Today111 Bed Apartment with En Suite in Lavington,3000000,Lavington,1,1,NaN,2026-05-21
1 Bed Apartment with En Suite in Lavington1 Bed Ap,3000000,Lavington,1,1,NaN,2026-05-21
0Today131 Bed Apartment with En Suite in Lavington,4000000,Lavington,1,1,NaN,2026-05-21
0Today133 Bed Apartment with En Suite at Mandera R,29000000,Kileleshwa,3,3,NaN,2026-05-21
3 Bed Apartment with En Suite at Mandera Road3 Bed,29000000,Kileleshwa,3,3,NaN,2026-05-21
0Today152 Bed Apartment with En Suite in Kileleshw,6000000,2 bedroom apartment for sale in Kileleshwa,2,1,NaN,2026-05-21
0Today152 Bed Apartment with En Suite in Kilimani2,6000000,2 bedroom apartment for sale in Kilimani,2,1,NaN,2026-05-21
0Today151 Bed Apartment with En Suite in Lavington,3000000,1 bedroom apartment for sale in Lavington,1,1,NaN,2026-05-21
0Today151 Bed Apartment with En Suite in Kileleshw,3000000,1 bedroom apartment for sale in Kileleshwa,1,1,NaN,2026-05-21
0Today151 Bed Apartment with En Suite in Kilimani1,3000000,1 bedroom apartment for sale in Kilimani,1,1,NaN,2026-05-21
0Today153 Bed Apartment with En Suite at Two River,15900000,"Gigiri, Westlands",3,3,101,2026-05-21
3 Bed Apartment with En Suite at Two Rivers3 Bed A,15900000,"Gigiri, Westlands",3,3,101,2026-05-21
0Today111 Bed Apartment with En Suite in Kilimani1,3000000,Kilimani,1,1,NaN,2026-05-21
0Today112 Bed Apartment with En Suite in Kilimani2,6000000,Kilimani,2,2,NaN,2026-05-21
0174 Bed Apartment with En Suite in Lavington4 Bed,10000000,3 bedroom apartment for sale in Lavington,3,2,3492,2026-05-21
0173 Bed Apartment with En Suite in Kileleshwa3 Be,10000000,3 bedroom apartment for sale in Kileleshwa,3,2,NaN,2026-05-21
0152 Bed Apartment with En Suite in Kilimani2 Bed ,6000000,2 bedroom apartment for sale in Kilimani,2,1,NaN,2026-05-21
0Today163 Bed Apartment with En Suite in Kilimani3,9000000,Kilimani,3,3,NaN,2026-05-21
0Today164 Bed Apartment with En Suite in Kilimani4,13000000,Kilimani,4,4,NaN,2026-05-21
0Today194 Bed Apartment with En Suite in Westlands,18000000,"Westlands Area, Westlands",4,4,NaN,2026-05-21
4 Bed Apartment with En Suite in Westlands Area4 B,18000000,"Westlands Area, Westlands",4,4,NaN,2026-05-21
0Today154 Bed Apartment with En Suite in Westlands,18000000,"Westlands Area, Westlands",4,4,NaN,2026-05-21
0Today83 Bed Apartment with En Suite in Westlands ,11000000,"Westlands Area, Westlands",3,3,NaN,2026-05-21
3 Bed Apartment with En Suite in Westlands Area3 B,11000000,"Westlands Area, Westlands",3,3,NaN,2026-05-21
0Today122 Bed Apartment with En Suite in Westlands,7000000,"Westlands Area, Westlands",2,2,NaN,2026-05-21
0Today172 Bed Apartment with En Suite in Westlands,7000000,"Westlands Area, Westlands",2,2,NaN,2026-05-21
0Today6Furnished 1 Bed Apartment with En Suite at ,12300000,"Gigiri, Westlands",1,1,3492,2026-05-21
Furnished 1 Bed Apartment with En Suite at GigiriF,12300000,"Gigiri, Westlands",1,1,3492,2026-05-21
0Today164 Bed Apartment with En Suite in Westlands,18000000,4 bedroom apartment for sale in Westlands,4,4,NaN,2026-05-21
0Today173 Bed Apartment with En Suite in Westlands,13000000,3 bedroom apartment for sale in Westlands,3,2,NaN,2026-05-21
0164 Bed Apartment with En Suite in Westlands Area,7500000,"Westlands Area, Westlands",2,2,88,2026-05-21
0152 Bed Apartment with En Suite in Kileleshwa2 Be,6000000,2 bedroom apartment for sale in Kileleshwa,2,1,NaN,2026-05-21
0203 Bed Apartment with En Suite at 2Nd Parklands3,38000000,"Parklands, Westlands",32,3,NaN,2026-05-21
3 Bed Apartment with En Suite at 2Nd Parklands3 Be,38000000,"Parklands, Westlands",32,3,NaN,2026-05-21
0112 Bed Apartment with Swimming Pool in Riverside,16000000,"Riverside, Westlands",2,2,NaN,2026-05-21
2 Bed Apartment with Swimming Pool in Riverside2 B,16000000,"Riverside, Westlands",2,2,NaN,2026-05-21
0Today142 Bed Apartment with En Suite at Kirawa Ro,12000000,"Kitisuru, Westlands",2,2,88,2026-05-21
2 Bed Apartment with En Suite at Kirawa Road2 Bed ,12000000,"Kitisuru, Westlands",2,2,88,2026-05-21
0Today102 Bed Apartment with En Suite in Kilimani2,6000000,Kilimani,2,2,NaN,2026-05-21
0Today121 Bed Apartment with En Suite in Kilimani1,4000000,Kilimani,1,1,NaN,2026-05-21
0Today81 Bed Apartment with En Suite in Westlands ,4500000,"Westlands Area, Westlands",1,1,NaN,2026-05-21
018Studio Apartment with Swimming Pool in Kasarani,46000000,"Spring Valley, Westlands",3,3,173,2026-05-21
Studio Apartment with Swimming Pool in KasaraniStu,2700000,Nairobi,NaN,1,NaN,2026-05-21
0102 Bed Apartment with En Suite in Kileleshwa2 Be,6000000,"The most affordable 2 bedroom in Kileleshwa, Na...",2,2,NaN,2026-05-21
083 Bed Apartment with En Suite in Westlands Area3,12000000,"Westlands Area, Westlands",3,3,NaN,2026-05-21
0Today82 Bed Apartment with En Suite in Lavington2,8500000,Lavington,2,3,NaN,2026-05-21
0Today121 Bed Apartment with En Suite in Lavington,5800000,Lavington,1,2,NaN,2026-05-21
0Today122 Bed Apartment with En Suite in Kileleshw,8700000,Kileleshwa,2,3,NaN,2026-05-21
0Today71 Bed Apartment with En Suite in Kileleshwa,3800000,Kileleshwa,1,2,NaN,2026-05-21
0Today91 Bed Apartment with En Suite in Kileleshwa,5000000,Kileleshwa,1,2,NaN,2026-05-21
0Today92 Bed Apartment with En Suite in Kileleshwa,9000000,Kileleshwa,2,3,NaN,2026-05-21
0Today91 Bed Apartment with En Suite in Kilimani1 ,6000000,Kilimani,1,2,NaN,2026-05-21
0Today92 Bed Apartment with En Suite in Kilimani2 ,10000000,Kilimani,2,3,NaN,2026-05-21
0Today61 Bed Apartment with En Suite in Kilimani1 ,4500000,Kilimani,1,2,NaN,2026-05-21
0Today192 Bed Apartment with En Suite in Kilimani2,8100000,Kilimani,2,3,NaN,2026-05-21
0Today201 Bed Apartment with En Suite in Westlands,4500000,"Westlands Area, Westlands",1,2,NaN,2026-05-21
0Today91 Bed Apartment with En Suite in Westlands ,6700000,"Westlands Area, Westlands",1,2,NaN,2026-05-21
0Today171 Bed Apartment with En Suite in Westlands,9800000,"Westlands Area, Westlands",1,2,NaN,2026-05-21
0Today72 Bed Apartment with En Suite in Westlands ,8000000,"Westlands Area, Westlands",2,3,NaN,2026-05-21
0Today92 Bed Apartment with En Suite in Westlands ,8700000,"Westlands Area, Westlands",2,3,NaN,2026-05-21
0Today53 Bed Apartment with En Suite in General Ma,46000000,"General Mathenge, Westlands",3,3,NaN,2026-05-21
3 Bed Apartment with En Suite in General Mathenge3,46000000,"General Mathenge, Westlands",3,3,NaN,2026-05-21
0Today173 Bed Apartment with En Suite at Kirichwa ,21000000,Kilimani,3,3,173,2026-05-21
3 Bed Apartment with En Suite at Kirichwa Road3 Be,21000000,Kilimani,3,3,173,2026-05-21
0Today53 Bed Apartment with En Suite in Spring Val,46000000,"Spring Valley, Westlands",3,3,NaN,2026-05-21
3 Bed Apartment with En Suite in Spring Valley3 Be,46000000,"Spring Valley, Westlands",3,3,NaN,2026-05-21
061 Bed Apartment with Swimming Pool in Kitisuru1 ,13000000,Kileleshwa,4,5,230,2026-05-21
1 Bed Apartment with Swimming Pool in Kitisuru1 Be,4500000,"Kitisuru, Westlands",1,1,43,2026-05-21
0133 Bed Apartment with En Suite at Nextgen Mall3 ,15000000,Nairobi,3,3,NaN,2026-05-21
3 Bed Apartment with En Suite at Nextgen Mall3 Bed,15000000,Nairobi,3,3,NaN,2026-05-21
0102 Bed Apartment with En Suite in Lavington2 Bed,7000000,Lavington,2,2,NaN,2026-05-21
0Today151 Bed Apartment with En Suite at Ngong Roa,7000000,Kilimani,1,1,60,2026-05-21
1 Bed Apartment with En Suite at Ngong Road1 Bed A,7000000,Kilimani,1,1,60,2026-05-21
0Today101 Bed Apartment with Swimming Pool in Kili,7000000,Kilimani just next to Yaya Centre,1,2,NaN,2026-05-21
1 Bed Apartment with Swimming Pool in Kilimani1 Be,7000000,Kilimani just next to Yaya Centre,1,2,NaN,2026-05-21
0Today132 Bed Apartment with En Suite at Kirichwa ,11100000,Kilimani,2,2,110,2026-05-21
2 Bed Apartment with En Suite at Kirichwa Road2 Be,11100000,Kilimani,2,2,110,2026-05-21
0Today124 Bed Apartment with En Suite at Argwings ,29000000,Kilimani,4,4,250,2026-05-21
4 Bed Apartment with En Suite at Argwings Kodhek R,29000000,Kilimani,4,4,250,2026-05-21
0Today94 Bed Apartment with En Suite at Ndemi Road,26300000,Kilimani,4,4,230,2026-05-21
4 Bed Apartment with En Suite at Ndemi Road4 Bed A,26300000,Kilimani,4,4,230,2026-05-21
0Today72 Bed Apartment with En Suite in Runda2 Bed,13000000,Westlands,2,2,NaN,2026-05-21
2 Bed Apartment with En Suite in Runda2 Bed Apartm,13000000,Westlands,2,2,NaN,2026-05-21
1Today41 Bed Apartment with En Suite in Westlands ,8000000,Become a home owner in Westlands,1,2,NaN,2026-05-21
0Today94 Bed Apartment with En Suite in Westlands ,18000000,"Westlands Area, Westlands",4,4,NaN,2026-05-21
0Today104 Bed Apartment with En Suite in Kilimani4,13000000,Kilimani,4,4,NaN,2026-05-21
0164 Bed Apartment with En Suite in Kileleshwa4 Be,13000000,Kileleshwa,4,4,NaN,2026-05-21
0163 Bed Apartment with En Suite in Kileleshwa3 Be,9000000,Kileleshwa,3,3,NaN,2026-05-21
0164 Bed Apartment with En Suite in Lavington4 Bed,13000000,Lavington,4,4,NaN,2026-05-21
02 days ago163 Bed Apartment with En Suite in Lavi,9000000,Lavington,3,3,NaN,2026-05-21
0Yesterday112 Bed Apartment with En Suite in Lavin,6000000,Lavington,2,2,NaN,2026-05-21
0Yesterday164 Bed Apartment with En Suite in Kilel,13000000,Kileleshwa,4,5,NaN,2026-05-21
0111 Bed Apartment with En Suite in Lavington1 Bed,7500000,"Westlands Area, Westlands",2,2,NaN,2026-05-21
0173 Bed Apartment with En Suite in Lavington3 Bed,13600000,Lavington,3,3,NaN,2026-05-21
0111 Bed Apartment with En Suite in Kileleshwa1 Be,3000000,Kileleshwa,1,1,NaN,2026-05-21
0Yesterday113 Bed Apartment with En Suite in Kilel,9000000,Kileleshwa,3,3,NaN,2026-05-21
0Yesterday101 Bed Apartment with En Suite in Kilel,3000000,Kileleshwa,1,1,NaN,2026-05-21
0Yesterday164 Bed Apartment with En Suite in Lavin,13000000,Lavington,4,5,NaN,2026-05-21
0Yesterday153 Bed Apartment with En Suite in Lavin,9000000,Lavington,3,3,NaN,2026-05-21
0Yesterday102 Bed Apartment with En Suite in Lavin,6000000,Lavington,2,2,NaN,2026-05-21
0Yesterday111 Bed Apartment with En Suite in Lavin,3000000,Lavington,1,1,NaN,2026-05-21
0Today113 Bed Apartment with En Suite in Kilimani3,9000000,Kilimani,3,3,NaN,2026-05-21
0Today153 Bed Apartment with En Suite in Kilimani3,10500000,Kilimani,3,3,NaN,2026-05-21
0Today82 Bed Apartment with En Suite in Westlands ,7000000,"Westlands Area, Westlands",2,2,NaN,2026-05-21
0103 Bed Apartment with En Suite in Lavington3 Bed,9000000,Lavington,3,3,NaN,2026-05-21
0Today44 Bed Apartment with En Suite in General Ma,68000000,"General Mathenge, Westlands",4,4,NaN,2026-05-21
4 Bed Apartment with En Suite in General Mathenge4,68000000,"General Mathenge, Westlands",4,4,NaN,2026-05-21
0Today71 Bed Apartment with En Suite in Westlands ,4000000,"Westlands Area, Westlands",1,1,NaN,2026-05-21
0Today72 Bed Apartment with En Suite at Maalim Jum,10000000,Kilimani,2,2,67,2026-05-21
2 Bed Apartment with En Suite at Maalim Juma2 Bed ,10000000,Kilimani,2,2,67,2026-05-21
0101 Bed Apartment with En Suite in Westlands Area,4000000,"Westlands Area, Westlands",1,1,NaN,2026-05-21
0103 Bed Apartment with En Suite in Kilimani3 Bed ,9000000,Kilimani,3,3,NaN,2026-05-21
0Today122 Bed Apartment with En Suite in Lavington,7900000,Lavington,2,3,NaN,2026-05-21
0Today132 Bed Apartment with En Suite in Kileleshw,7000000,Kileleshwa,2,3,NaN,2026-05-21
042 Bed Apartment with Swimming Pool in Kilimani2 ,10000000,3 bedroom apartment for sale in Kilimani,3,2,NaN,2026-05-21
2 Bed Apartment with Swimming Pool in Kilimani2 Be,7000000,Kilimani,2,3,NaN,2026-05-21
0232 Bed Apartment with En Suite in Kilimani2 Bed ,12000000,Kilimani's Tallest residential Apartments,2,2,NaN,2026-05-21
091 Bed Apartment with Swimming Pool in Lavington1,7600000,Lavington,1,1,NaN,2026-05-21
1 Bed Apartment with Swimming Pool in Lavington1 B,7600000,Lavington,1,1,NaN,2026-05-21
0Today62 Bed Apartment with En Suite in Kileleshwa,8300000,Kileleshwa,2,3,NaN,2026-05-21
0Today62 Bed Apartment with En Suite in Kilimani2 ,9000000,Kilimani,2,3,NaN,2026-05-21
0Today101 Bed Apartment with En Suite in Kilimani1,6100000,Kilimani,1,2,NaN,2026-05-21
0Today191 Bed Apartment with En Suite in Kilimani1,5700000,Kilimani,1,2,NaN,2026-05-21
0Today102 Bed Apartment with En Suite in Westlands,8000000,"Westlands Area, Westlands",2,3,NaN,2026-05-21
0Today131 Bed Apartment with En Suite in Westlands,5000000,"Westlands Area, Westlands",1,2,NaN,2026-05-21
0Today202 Bed Apartment with En Suite in Westlands,8600000,"Westlands Area, Westlands",2,3,NaN,2026-05-21
0Today121 Bed Apartment with En Suite in Westlands,6500000,"Westlands Area, Westlands",1,2,NaN,2026-05-21
0192 Bed Apartment with En Suite in Riverside2 Bed,14000000,"Riverside, Westlands",2,2,NaN,2026-05-21
2 Bed Apartment with En Suite in Riverside2 Bed Ap,14000000,"Riverside, Westlands",2,2,NaN,2026-05-21
0173 Bed Apartment in Parklands3 Bed Apartment in ,40000000,"Parklands, Westlands",3,NaN,NaN,2026-05-21
3 Bed Apartment in Parklands3 Bed Apartment in Par,40000000,"Parklands, Westlands",3,NaN,NaN,2026-05-21
0Today44 Bed Apartment with En Suite in Lower Kabe,68000000,"Lower Kabete, Westlands",4,4,NaN,2026-05-21
4 Bed Apartment with En Suite in Lower Kabete4 Bed,68000000,"Lower Kabete, Westlands",4,4,NaN,2026-05-21
0Yesterday124 Bed Apartment with En Suite in Kilel,20000000,Kileleshwa,4,5,NaN,2026-05-21
0Yesterday133 Bed Apartment with En Suite in Kilel,10500000,Kileleshwa,3,3,NaN,2026-05-21
0Yesterday172 Bed Apartment with En Suite in Kilel,7000000,Kileleshwa,2,2,NaN,2026-05-21
0Yesterday111 Bed Apartment with En Suite in Kilel,4000000,Kileleshwa,1,1,NaN,2026-05-21
0Yesterday92 Bed Apartment with En Suite in Laving,7000000,Lavington,2,2,NaN,2026-05-21
0Yesterday121 Bed Apartment with En Suite in Lavin,4000000,Lavington,1,1,NaN,2026-05-21
0Yesterday112 Bed Apartment with En Suite in Kilel,6000000,Kileleshwa,2,2,NaN,2026-05-21
0112 Bed Apartment with En Suite in Westlands Area,13000000,3 bedroom apartment for sale in Westlands,3,2,23,2026-05-21
0111 Bed Apartment with En Suite in Westlands Area,4000000,"Westlands Area, Westlands",1,1,NaN,2026-05-21
017Serviced Studio Apartment with En Suite at Riru,2400000,Nairobi,NaN,1,23,2026-05-21
Serviced Studio Apartment with En Suite at RirutaS,2400000,Nairobi,NaN,1,23,2026-05-21
1Yesterday164 Bed Apartment with En Suite in Lavin,13000000,Lavington,4,5,NaN,2026-05-21
0Yesterday163 Bed Apartment with En Suite in Lavin,9000000,Lavington,3,3,NaN,2026-05-21
09Serviced 3 Bed Apartment with En Suite in Laving,7000000,Kileleshwa,2,2,50,2026-05-21
Serviced 3 Bed Apartment with En Suite in Lavingto,21000000,Lavington,3,3,NaN,2026-05-21
012 Bed Apartment with En Suite in Lower Kabete2 B,6000000,"Lower Kabete, Westlands",2,2,NaN,2026-05-21
2 Bed Apartment with En Suite in Lower Kabete2 Bed,6000000,"Lower Kabete, Westlands",2,2,NaN,2026-05-21
081 Bed Apartment with Borehole at Sore Road1 Bed ,5450000,Nairobi,1,1,50,2026-05-21
1 Bed Apartment with Borehole at Sore Road1 Bed Ap,5450000,Nairobi,1,1,50,2026-05-21
0Today174 Bed Apartment in Parklands4 Bed Apartmen,24500000,"Parklands, Westlands",4,NaN,NaN,2026-05-21
4 Bed Apartment in Parklands4 Bed Apartment in Par,24500000,"Parklands, Westlands",4,NaN,NaN,2026-05-21
0Today172 Bed Apartment with En Suite in Lavington,6000000,2 bedroom apartment for sale in Lavington,2,1,NaN,2026-05-21
0Today172 Bed Apartment with En Suite in Kilimani2,6000000,2 bedroom apartment for sale in Kilimani,2,1,NaN,2026-05-21
0Today141 Bed Apartment with En Suite in Westlands,4000000,1 bedroom apartment for sale in Westlands,1,1,NaN,2026-05-21
0Today171 Bed Apartment with En Suite in Lavington,3000000,1 bedroom apartment for sale in Lavington,1,1,NaN,2026-05-21
0Today171 Bed Apartment with En Suite in Kileleshw,3000000,1 bedroom apartment for sale in Kileleshwa,1,1,NaN,2026-05-21
0Today171 Bed Apartment with En Suite in Kilimani1,3000000,1 bedroom apartment for sale in Kilimani,1,1,NaN,2026-05-21
0Today152 Bed Apartment in General Mathenge2 Bed A,22000000,"General Mathenge, Westlands",2,NaN,NaN,2026-05-21
2 Bed Apartment in General Mathenge2 Bed Apartment,22000000,"General Mathenge, Westlands",2,NaN,NaN,2026-05-21
022Studio Apartment with Swimming Pool at Wood Ave,4500000,"Westlands Area, Westlands",1,1,50,2026-05-21
Studio Apartment with Swimming Pool at Wood Avenue,4800000,Kilimani,NaN,1,50,2026-05-21
073 Bed Apartment with En Suite at Nyeri Road3 Bed,16000000,Kileleshwa,3,3,NaN,2026-05-21
3 Bed Apartment with En Suite at Nyeri Road3 Bed A,16000000,Kileleshwa,3,3,NaN,2026-05-21
0145 Bed Apartment with En Suite at Church Road5 B,35000000,"Westlands Area, Westlands",5,4,NaN,2026-05-21
5 Bed Apartment with En Suite at Church Road5 Bed ,35000000,"Westlands Area, Westlands",5,4,NaN,2026-05-21
0Today143 Bed Apartment with En Suite in Lavington,10500000,Lavington,3,3,NaN,2026-05-21
0173 Bed Apartment with En Suite in Westlands Area,4000000,Kilimani,1,1,NaN,2026-05-21
0203 Bed Apartment with En Suite at Next To Westga,19800000,"Westlands Area, Westlands",3,4,NaN,2026-05-21
3 Bed Apartment with En Suite at Next To Westgate ,19800000,"Westlands Area, Westlands",3,4,NaN,2026-05-21
0Yesterday143 Bed Apartment with En Suite in Kilel,10500000,Kileleshwa,3,3,NaN,2026-05-21
0Yesterday121 Bed Apartment with En Suite in Kilel,4000000,Kileleshwa,1,1,NaN,2026-05-21
0Yesterday102 Bed Apartment with En Suite in Kilel,6000000,Kileleshwa,2,2,NaN,2026-05-21
0Today72 Bed Apartment with En Suite in Kileleshwa,8000000,Kileleshwa,2,3,NaN,2026-05-21
0Today131 Bed Apartment with En Suite in Kileleshw,3450000,Kileleshwa,1,2,NaN,2026-05-21
0Today61 Bed Apartment with En Suite in Kileleshwa,5800000,Kileleshwa,1,2,NaN,2026-05-21
0Today141 Bed Apartment with En Suite in Kileleshw,5700000,Kileleshwa,1,2,NaN,2026-05-21
0Today34 Bed Apartment with En Suite in Spring Val,40000000,"Spring Valley, Westlands",4,4,NaN,2026-05-21
4 Bed Apartment with En Suite in Spring Valley4 Be,40000000,"Spring Valley, Westlands",4,4,NaN,2026-05-21
0Today34 Bed Apartment with En Suite in Westlands ,40000000,"Westlands Area, Westlands",4,4,NaN,2026-05-21
0Today81 Bed Apartment with En Suite in Lavington1,6000000,Lavington,1,2,NaN,2026-05-21
0Today101 Bed Apartment with En Suite in Lavington,5000000,Lavington,1,2,NaN,2026-05-21
0Today132 Bed Apartment with En Suite in Westlands,7900000,"Westlands Area, Westlands",2,3,NaN,2026-05-21
0Today63 Bed Apartment with En Suite in Kileleshwa,23000000,Kileleshwa,3,3,NaN,2026-05-21
0Yesterday63 Bed Apartment with En Suite in Westla,20000000,"Westlands Area, Westlands",3,4,NaN,2026-05-21
0Yesterday192 Bed Apartment with En Suite in Kilel,10000000,Kileleshwa,2,3,NaN,2026-05-21
0Yesterday62 Bed Apartment with En Suite in Kilele,8800000,Kileleshwa,2,3,NaN,2026-05-21
0Yesterday102 Bed Apartment with En Suite in Kilim,10000000,Kilimani,2,3,NaN,2026-05-21
0Yesterday142 Bed Apartment with En Suite in Kilim,9800000,Kilimani,2,3,NaN,2026-05-21
0Yesterday162 Bed Apartment with En Suite in Kilel,7000000,Kileleshwa,2,2,NaN,2026-05-21
0Today52 Bed Apartment with En Suite in Kileleshwa,19000000,Kileleshwa,2,2,NaN,2026-05-21
0Today112 Bed Apartment with En Suite in Kileleshw,6000000,Kileleshwa,2,2,NaN,2026-05-21
0Yesterday163 Bed Apartment with En Suite at Riara,13000000,Nairobi,3,2,NaN,2026-05-21
3 Bed Apartment with En Suite at Riara Road3 Bed A,13000000,Nairobi,3,2,NaN,2026-05-21
0Yesterday252 Bed Apartment with En Suite at Lenan,9500000,Kilimani,2,2,80,2026-05-21
2 Bed Apartment with En Suite at Lenana Road2 Bed ,9500000,Kilimani,2,2,80,2026-05-21
0Yesterday233 Bed Apartment with En Suite at Lenan,18900000,Kilimani,3,3,140,2026-05-21
3 Bed Apartment with En Suite at Lenana Road3 Bed ,18900000,Kilimani,3,3,140,2026-05-21
0Yesterday115 Bed Apartment with En Suite at Gener,3000000,Kilimani,1,1,NaN,2026-05-21
5 Bed Apartment with En Suite at General Mathenge ,47000000,"Spring Valley, Westlands",5,6,NaN,2026-05-21
0Yesterday10Studio Apartment with En Suite at Ring,6200000,Studio Apartment with En Suite at Ring Road Westlands,NaN,1,NaN,2026-05-21
Studio Apartment with En Suite at Ring Road Westla,6200000,Studio Apartment with En Suite at Ring Road Westlands,NaN,1,NaN,2026-05-21
04 days ago102 Bed Apartment with En Suite in Lavi,7500000,Lavington,2,3,NaN,2026-05-21
02 days ago112 Bed Apartment with En Suite in Kili,7600000,Kilimani,2,3,NaN,2026-05-21
02 days ago132 Bed Apartment with En Suite in Kile,7000000,Kileleshwa,2,3,NaN,2026-05-21
0Yesterday152 Bed Apartment with En Suite in Lavin,7300000,Lavington,2,3,NaN,2026-05-21
