Property_ID,Price_KES,Location,Bedrooms,Bathrooms,Size_sqm,Scraped_Date
4 Bed Apartment with En Suite in Kileleshwa4 Bed A,20000000,Kileleshwa,4,5,NaN,2026-05-26
0Today143 Bed Apartment with En Suite in Kileleshw,10500000,Kileleshwa,3,3,NaN,2026-05-26
0Today172 Bed Apartment with En Suite in Kileleshw,7000000,Kileleshwa,2,2,NaN,2026-05-26
0Today121 Bed Apartment with En Suite in Kileleshw,4000000,Kileleshwa,1,1,NaN,2026-05-26
0Today153 Bed Apartment with En Suite in Lavington,10500000,Lavington,3,3,NaN,2026-05-26
0Today102 Bed Apartment with En Suite in Lavington,7000000,Lavington,2,2,NaN,2026-05-26
0Today121 Bed Apartment with En Suite in Lavington,4000000,Lavington,1,1,NaN,2026-05-26
0Today101 Bed Apartment with En Suite in Westlands,4000000,"Westlands Area, Westlands",1,1,NaN,2026-05-26
1 Bed Apartment with En Suite in Westlands Area1 B,4000000,"Westlands Area, Westlands",1,1,NaN,2026-05-26
0Today71 Bed Apartment with En Suite in Riverside1,8300000,"Riverside, Westlands",1,1,62,2026-05-26
1 Bed Apartment with En Suite in Riverside1 Bed Ap,8300000,"Riverside, Westlands",1,1,62,2026-05-26
0Today164 Bed Apartment with En Suite in Westlands,18000000,4 bedroom apartment for sale in Westlands,4,4,NaN,2026-05-26
4 Bed Apartment with En Suite in Westlands Area4 B,18000000,4 bedroom apartment for sale in Westlands,4,4,NaN,2026-05-26
0Today173 Bed Apartment with En Suite in Westlands,13000000,3 bedroom apartment for sale in Westlands,3,2,NaN,2026-05-26
3 Bed Apartment with En Suite in Westlands Area3 B,13000000,3 bedroom apartment for sale in Westlands,3,2,NaN,2026-05-26
0Today112 Bed Apartment with En Suite in Westlands,7000000,2 bedroom apartment for sale in Westlands,2,1,NaN,2026-05-26
2 Bed Apartment with En Suite in Westlands Area2 B,7000000,2 bedroom apartment for sale in Westlands,2,1,NaN,2026-05-26
0Today174 Bed Apartment with En Suite in Lavington,13500000,4 bedroom apartment for sale in Lavington,4,4,NaN,2026-05-26
0Today174 Bed Apartment with En Suite in Kileleshw,13500000,4 bedroom apartment for sale in Kileleshwa,4,4,NaN,2026-05-26
2112 Bed Apartment with En Suite in Westlands Area,4000000,Kileleshwa,1,1,NaN,2026-05-26
0112 Bed Apartment with En Suite in Kileleshwa2 Be,6000000,Kileleshwa,2,2,NaN,2026-05-26
3172 Bed Apartment with En Suite in Westlands Area,7000000,"Westlands Area, Westlands",2,2,NaN,2026-05-26
0Today174 Bed Apartment with En Suite in Kilimani4,13500000,4 bedroom apartment for sale in Kilimani,4,4,NaN,2026-05-26
4 Bed Apartment with En Suite in Kilimani4 Bed Apa,13500000,4 bedroom apartment for sale in Kilimani,4,4,NaN,2026-05-26
0Today173 Bed Apartment with En Suite in Kileleshw,10000000,3 bedroom apartment for sale in Kileleshwa,3,2,NaN,2026-05-26
0Today173 Bed Apartment with En Suite in Lavington,10000000,3 bedroom apartment for sale in Lavington,3,2,NaN,2026-05-26
0Today173 Bed Apartment with En Suite in Kilimani3,10000000,3 bedroom apartment for sale in Kilimani,3,2,NaN,2026-05-26
3 Bed Apartment with En Suite in Kilimani3 Bed Apa,10000000,3 bedroom apartment for sale in Kilimani,3,2,NaN,2026-05-26
0Today152 Bed Apartment with En Suite in Lavington,6000000,2 bedroom apartment for sale in Lavington,2,1,NaN,2026-05-26
0Today152 Bed Apartment with En Suite in Kileleshw,6000000,2 bedroom apartment for sale in Kileleshwa,2,1,NaN,2026-05-26
0Today152 Bed Apartment with En Suite in Kilimani2,6000000,2 bedroom apartment for sale in Kilimani,2,1,NaN,2026-05-26
0Today151 Bed Apartment with En Suite in Lavington,3000000,1 bedroom apartment for sale in Lavington,1,1,NaN,2026-05-26
0Today151 Bed Apartment with En Suite in Kileleshw,3000000,1 bedroom apartment for sale in Kileleshwa,1,1,NaN,2026-05-26
0Today151 Bed Apartment with En Suite in Kilimani1,3000000,1 bedroom apartment for sale in Kilimani,1,1,NaN,2026-05-26
1 Bed Apartment with En Suite in Kilimani1 Bed Apa,3000000,1 bedroom apartment for sale in Kilimani,1,1,NaN,2026-05-26
0Today92 Bed Apartment with En Suite in Lavington2,8000000,Lavington,2,3,NaN,2026-05-26
0Today52 Bed Apartment with En Suite in Lavington2,8500000,Lavington,2,3,NaN,2026-05-26
0Today82 Bed Apartment with En Suite in Lavington2,8500000,Lavington,2,3,NaN,2026-05-26
0Today134 Bed Apartment with En Suite in Kileleshw,20000000,Kileleshwa,4,5,NaN,2026-05-26
0101 Bed Apartment with En Suite in Westlands Area,6000000,2 bedroom apartment for sale in Kileleshwa,2,1,NaN,2026-05-26
0203 Bed Apartment with En Suite at 2Nd Parklands3,38000000,"Parklands, Westlands",32,3,NaN,2026-05-26
3 Bed Apartment with En Suite at 2Nd Parklands3 Be,38000000,"Parklands, Westlands",32,3,NaN,2026-05-26
018Studio Apartment with Swimming Pool in Kasarani,2700000,Studio Apartment with Swimming Pool in Kasarani,NaN,1,NaN,2026-05-26
Studio Apartment with Swimming Pool in KasaraniStu,2700000,Studio Apartment with Swimming Pool in Kasarani,NaN,1,NaN,2026-05-26
0Today141 Bed Apartment with En Suite in Lavington,4000000,Lavington,1,1,NaN,2026-05-26
0Today102 Bed Apartment with En Suite in Kilimani2,9000000,Kilimani,2,3,NaN,2026-05-26
0Today82 Bed Apartment with En Suite in Kilimani2 ,9000000,Kilimani,2,3,NaN,2026-05-26
0Today63 Bed Apartment with En Suite in Kilimani3 ,11000000,Kilimani,3,4,NaN,2026-05-26
0Today62 Bed Apartment with En Suite in Kilimani2 ,8000000,Kilimani,2,3,NaN,2026-05-26
0Today91 Bed Apartment with En Suite in Kilimani1 ,4500000,Kilimani,1,2,NaN,2026-05-26
0102 Bed Apartment with En Suite in Kileleshwa2 Be,9000000,Kilimani,3,3,43,2026-05-26
083 Bed Apartment with En Suite in Westlands Area3,11000000,"Westlands Area, Westlands",3,3,NaN,2026-05-26
061 Bed Apartment with Swimming Pool in Kitisuru1 ,4500000,"Kitisuru, Westlands",1,1,43,2026-05-26
1 Bed Apartment with Swimming Pool in Kitisuru1 Be,4500000,"Kitisuru, Westlands",1,1,43,2026-05-26
011Serviced 1 Bed Apartment with Swimming Pool in ,8500000,Kilimani,1,1,NaN,2026-05-26
Serviced 1 Bed Apartment with Swimming Pool in Kil,8500000,Kilimani,1,1,NaN,2026-05-26
011Furnished 2 Bed Apartment with En Suite in Lavi,10000000,Lavington,2,NaN,NaN,2026-05-26
Furnished 2 Bed Apartment with En Suite in Lavingt,10000000,Lavington,2,NaN,NaN,2026-05-26
0164 Bed Apartment with En Suite in Lavington4 Bed,13000000,Lavington,4,4,NaN,2026-05-26
0164 Bed Apartment with En Suite in Kileleshwa4 Be,13000000,Kileleshwa,4,4,NaN,2026-05-26
0101 Bed Apartment with En Suite in Lavington1 Bed,4000000,Lavington,1,1,NaN,2026-05-26
0Today132 Bed Apartment with En Suite in Westlands,9000000,"Westlands Area, Westlands",2,3,NaN,2026-05-26
0Today191 Bed Apartment with En Suite in Westlands,6800000,"Westlands Area, Westlands",1,2,NaN,2026-05-26
0Today153 Bed Apartment with En Suite in Westlands,11000000,"Westlands Area, Westlands",3,3,NaN,2026-05-26
0Today151 Bed Apartment with En Suite in Westlands,6000000,"Westlands Area, Westlands",1,2,NaN,2026-05-26
0Today121 Bed Apartment with En Suite in Westlands,5700000,"Westlands Area, Westlands",1,2,NaN,2026-05-26
0113 Bed Apartment with En Suite in Lavington3 Bed,9000000,Lavington,3,3,NaN,2026-05-26
0Today144 Bed Apartment with En Suite in Kilimani4,13000000,Kilimani,4,4,NaN,2026-05-26
0Today164 Bed Apartment with En Suite in Kilimani4,13000000,Kilimani,4,4,NaN,2026-05-26
0Today163 Bed Apartment with En Suite in Kilimani3,9000000,Kilimani,3,3,NaN,2026-05-26
0133 Bed Apartment with En Suite at Nextgen Mall3 ,10000000,3 bedroom apartment for sale in Kileleshwa,3,2,NaN,2026-05-26
3 Bed Apartment with En Suite at Nextgen Mall3 Bed,15000000,South C,3,3,NaN,2026-05-26
0102 Bed Apartment with En Suite in Lavington2 Bed,7000000,Lavington,2,2,NaN,2026-05-26
0111 Bed Apartment with En Suite in Lavington1 Bed,3000000,Lavington,1,1,NaN,2026-05-26
0Today153 Bed Apartment with En Suite in Kilimani3,10500000,Kilimani,3,3,NaN,2026-05-26
0Today112 Bed Apartment with En Suite in Kilimani2,6000000,Kilimani,2,2,NaN,2026-05-26
0Today111 Bed Apartment with En Suite in Kilimani1,3000000,Kilimani,1,1,NaN,2026-05-26
0Today121 Bed Apartment with En Suite in Kilimani1,4000000,Kilimani,1,1,NaN,2026-05-26
0Today194 Bed Apartment with En Suite in Westlands,18000000,"Westlands Area, Westlands",4,4,NaN,2026-05-26
0Today83 Bed Apartment with En Suite in Westlands ,11000000,"Westlands Area, Westlands",3,3,NaN,2026-05-26
0Today172 Bed Apartment with En Suite in Westlands,7000000,"Westlands Area, Westlands",2,2,NaN,2026-05-26
0Today122 Bed Apartment with En Suite in Westlands,7500000,"Westlands Area, Westlands",2,2,NaN,2026-05-26
0Today81 Bed Apartment with En Suite in Westlands ,4500000,"Westlands Area, Westlands",1,1,NaN,2026-05-26
0173 Bed Apartment with En Suite in Lavington3 Bed,4000000,"Westlands Area, Westlands",1,1,NaN,2026-05-26
0111 Bed Apartment with En Suite in Kileleshwa1 Be,3000000,Kileleshwa,1,1,NaN,2026-05-26
0Today142 Bed Apartment with En Suite in Kileleshw,7000000,Kileleshwa,2,2,NaN,2026-05-26
0Today54 Bed Apartment with En Suite in Westlands ,68000000,"Westlands Area, Westlands",4,4,NaN,2026-05-26
0Today54 Bed Apartment with En Suite in General Ma,68000000,"General Mathenge, Westlands",4,4,NaN,2026-05-26
4 Bed Apartment with En Suite in General Mathenge4,68000000,"General Mathenge, Westlands",4,4,NaN,2026-05-26
0Today162 Bed Apartment with En Suite in Westlands,7000000,"Westlands Area, Westlands",2,2,NaN,2026-05-26
0103 Bed Apartment with En Suite in Lavington3 Bed,4500000,"Westlands Area, Westlands",1,2,NaN,2026-05-26
0Today101 Bed Apartment with En Suite in Kilimani1,6100000,Kilimani,1,2,NaN,2026-05-26
0Yesterday102 Bed Apartment with En Suite in Kilim,8000000,Kilimani,2,3,NaN,2026-05-26
0Yesterday101 Bed Apartment with En Suite in Kilim,4500000,Kilimani,1,2,NaN,2026-05-26
0Yesterday192 Bed Apartment with En Suite in Kilim,7000000,Kilimani,2,3,NaN,2026-05-26
0Today103 Bed Apartment with En Suite in Lavington,15000000,Lavington,3,4,NaN,2026-05-26
0Today101 Bed Apartment with En Suite in Lavington,5000000,Lavington,1,2,NaN,2026-05-26
0Today54 Bed Apartment with En Suite in Lower Kabe,68000000,"Lower Kabete, Westlands",4,4,NaN,2026-05-26
4 Bed Apartment with En Suite in Lower Kabete4 Bed,68000000,"Lower Kabete, Westlands",4,4,NaN,2026-05-26
0Yesterday132 Bed Apartment with En Suite in Kilel,6000000,Kileleshwa,2,3,NaN,2026-05-26
0Yesterday91 Bed Apartment with En Suite in Kilele,4500000,Kileleshwa,1,2,NaN,2026-05-26
0Today133 Bed Apartment with En Suite in Kileleshw,9000000,Kileleshwa,3,4,NaN,2026-05-26
0Today131 Bed Apartment with En Suite in Kileleshw,5000000,Kileleshwa,1,2,NaN,2026-05-26
02 days ago132 Bed Apartment with En Suite in Kile,6000000,Kileleshwa,2,3,NaN,2026-05-26
0Today92 Bed Apartment with En Suite in Westlands ,9000000,"Westlands Area, Westlands",2,3,NaN,2026-05-26
0Today91 Bed Apartment with En Suite in Westlands ,6000000,"Westlands Area, Westlands",1,2,NaN,2026-05-26
0Yesterday61 Bed Apartment with En Suite in Westla,7000000,"Westlands Area, Westlands",1,2,NaN,2026-05-26
0Yesterday121 Bed Apartment with En Suite in Westl,5800000,"Westlands Area, Westlands",1,2,NaN,2026-05-26
0Today131 Bed Apartment with En Suite in Westlands,4500000,"Westlands Area, Westlands",1,2,NaN,2026-05-26
0103 Bed Apartment with En Suite in Kilimani3 Bed ,9000000,Kilimani,3,3,NaN,2026-05-26
042 Bed Apartment with Swimming Pool in Kilimani2 ,7000000,Kilimani,2,3,NaN,2026-05-26
2 Bed Apartment with Swimming Pool in Kilimani2 Be,7000000,Kilimani,2,3,NaN,2026-05-26
0Today54 Bed Apartment with En Suite in Spring Val,68000000,"Spring Valley, Westlands",4,4,NaN,2026-05-26
4 Bed Apartment with En Suite in Spring Valley4 Be,68000000,"Spring Valley, Westlands",4,4,NaN,2026-05-26
0Today164 Bed Apartment with En Suite in Kileleshw,13000000,Kileleshwa,4,5,NaN,2026-05-26
0Today113 Bed Apartment with En Suite in Kileleshw,9000000,Kileleshwa,3,3,NaN,2026-05-26
0Today102 Bed Apartment with En Suite in Kileleshw,6000000,Kileleshwa,2,2,NaN,2026-05-26
0Yesterday112 Bed Apartment with En Suite in Kilim,6000000,Kilimani,2,2,NaN,2026-05-26
04 days ago163 Bed Apartment with En Suite in Kili,9000000,Kilimani,3,3,NaN,2026-05-26
0232 Bed Apartment with En Suite in Kilimani2 Bed ,3000000,2 bedroom apartment for sale in Kileleshwa,1,1,NaN,2026-05-26
091 Bed Apartment with Swimming Pool in Lavington1,7600000,Lavington,1,1,NaN,2026-05-26
1 Bed Apartment with Swimming Pool in Lavington1 B,7600000,Lavington,1,1,NaN,2026-05-26
04 days ago164 Bed Apartment with En Suite in Kili,13000000,Kilimani,4,4,NaN,2026-05-26
04 days ago94 Bed Apartment with En Suite in Westl,18000000,"Westlands Area, Westlands",4,4,NaN,2026-05-26
04 days ago174 Bed Apartment with En Suite in West,18000000,"Westlands Area, Westlands",4,4,NaN,2026-05-26
0Yesterday83 Bed Apartment with En Suite in Westla,11000000,"Westlands Area, Westlands",3,3,NaN,2026-05-26
0Yesterday172 Bed Apartment with En Suite in Westl,7000000,"Westlands Area, Westlands",2,2,NaN,2026-05-26
0Yesterday162 Bed Apartment with En Suite in Westl,7000000,"Westlands Area, Westlands",2,2,NaN,2026-05-26
0Yesterday101 Bed Apartment with En Suite in Westl,4000000,"Westlands Area, Westlands",1,1,NaN,2026-05-26
0Today172 Bed Apartment with En Suite in Lavington,6000000,2 bedroom apartment for sale in Lavington,2,1,NaN,2026-05-26
0Today171 Bed Apartment with En Suite in Kileleshw,3000000,2 bedroom apartment for sale in Kileleshwa,1,1,NaN,2026-05-26
0192 Bed Apartment with En Suite in Riverside2 Bed,3000000,1 bedroom apartment for sale in Kileleshwa,1,1,172,2026-05-26
2 Bed Apartment with En Suite in Riverside2 Bed Ap,14000000,"Riverside, Westlands",2,2,NaN,2026-05-26
0173 Bed Apartment in Parklands3 Bed Apartment in ,40000000,"Parklands, Westlands",3,NaN,NaN,2026-05-26
3 Bed Apartment in Parklands3 Bed Apartment in Par,40000000,"Parklands, Westlands",3,NaN,NaN,2026-05-26
0112 Bed Apartment with En Suite in Westlands Area,8500000,"Apartments for Sale in Westlands, Nairobi",2,3,172,2026-05-26
0Today172 Bed Apartment with En Suite in Kilimani2,6000000,2 bedroom apartment for sale in Kilimani,2,1,NaN,2026-05-26
0Today141 Bed Apartment with En Suite in Westlands,4000000,1 bedroom apartment for sale in Westlands,1,1,NaN,2026-05-26
0Today171 Bed Apartment with En Suite in Lavington,3000000,1 bedroom apartment for sale in Lavington,1,1,NaN,2026-05-26
0Today171 Bed Apartment with En Suite in Kilimani1,3000000,1 bedroom apartment for sale in Kilimani,1,1,NaN,2026-05-26
0111 Bed Apartment with En Suite in Westlands Area,10000000,3 bedroom apartment for sale in Kilimani,3,2,23,2026-05-26
017Serviced Studio Apartment with En Suite at Riru,2400000,Nairobi,NaN,1,23,2026-05-26
Serviced Studio Apartment with En Suite at RirutaS,2400000,Nairobi,NaN,1,23,2026-05-26
09Serviced 3 Bed Apartment with En Suite in Laving,21000000,Lavington,3,3,NaN,2026-05-26
Serviced 3 Bed Apartment with En Suite in Lavingto,21000000,Lavington,3,3,NaN,2026-05-26
0Today154 Bed Apartment with En Suite in Westlands,18000000,"Westlands Area, Westlands",4,4,NaN,2026-05-26
0Today82 Bed Apartment with En Suite in Westlands ,7000000,"Westlands Area, Westlands",2,2,NaN,2026-05-26
0Today16Serviced 1 Bed Apartment with Swimming Poo,10320000,Serviced Apartments For Sale in Westlands,1,NaN,NaN,2026-05-26
Serviced 1 Bed Apartment with Swimming Pool in Wes,10320000,Serviced Apartments For Sale in Westlands,1,NaN,NaN,2026-05-26
04 days ago112 Bed Apartment with En Suite in Kili,6000000,Kilimani,2,2,NaN,2026-05-26
0111 Bed Apartment with En Suite in Kilimani1 Bed ,3000000,Kilimani,1,1,NaN,2026-05-26
012 Bed Apartment with En Suite in Lower Kabete2 B,7000000,"Westlands Area, Westlands",2,2,50,2026-05-26
2 Bed Apartment with En Suite in Lower Kabete2 Bed,6000000,"Lower Kabete, Westlands",2,2,NaN,2026-05-26
081 Bed Apartment with Borehole at Sore Road1 Bed ,5450000,South B,1,1,50,2026-05-26
1 Bed Apartment with Borehole at Sore Road1 Bed Ap,5450000,South B,1,1,50,2026-05-26
022Studio Apartment with Swimming Pool at Wood Ave,4800000,Kilimani,NaN,1,50,2026-05-26
Studio Apartment with Swimming Pool at Wood Avenue,4800000,Kilimani,NaN,1,50,2026-05-26
0Today104 Bed Apartment with En Suite in Kilimani4,13000000,Kilimani,4,4,NaN,2026-05-26
073 Bed Apartment with En Suite at Nyeri Road3 Bed,4500000,Kileleshwa,1,2,NaN,2026-05-26
3 Bed Apartment with En Suite at Nyeri Road3 Bed A,16000000,Kileleshwa,3,3,NaN,2026-05-26
0145 Bed Apartment with En Suite at Church Road5 B,35000000,"Westlands Area, Westlands",5,4,NaN,2026-05-26
5 Bed Apartment with En Suite at Church Road5 Bed ,35000000,"Westlands Area, Westlands",5,4,NaN,2026-05-26
0173 Bed Apartment with En Suite in Westlands Area,40000000,"Westlands Area, Westlands",3,NaN,NaN,2026-05-26
0Today72 Bed Apartment with En Suite in Lavington2,8000000,Lavington,2,3,NaN,2026-05-26
0Today91 Bed Apartment with En Suite in Lavington1,6000000,Lavington,1,2,NaN,2026-05-26
0Yesterday151 Bed Apartment with En Suite in Lavin,3500000,Lavington,1,2,NaN,2026-05-26
0Yesterday153 Bed Apartment with En Suite in Lavin,9000000,Lavington,3,4,NaN,2026-05-26
0Today91 Bed Apartment with En Suite in Kileleshwa,4500000,Kileleshwa,1,2,NaN,2026-05-26
04 days ago152 Bed Apartment with En Suite in Kile,26000000,"Westlands Area, Westlands",2,2,180,2026-05-26
04 days ago152 Bed Apartment with En Suite in Kili,6000000,2 bedroom apartment for sale in Kilimani,2,1,NaN,2026-05-26
0164 Bed Apartment with En Suite in Westlands Area,18000000,4 bedroom apartment for sale in Westlands,4,4,NaN,2026-05-26
0Today181 Bed Apartment with En Suite in Kilimani1,5500000,Kilimani,1,2,NaN,2026-05-26
0Today61 Bed Apartment with En Suite in Kilimani1 ,4000000,Kilimani,1,2,NaN,2026-05-26
0Today192 Bed Apartment with En Suite in Kilimani2,7000000,Kilimani,2,3,NaN,2026-05-26
02 days ago82 Bed Apartment with En Suite in Kilim,7000000,Kilimani,2,3,NaN,2026-05-26
0Yesterday152 Bed Apartment with En Suite in Westl,10500000,"Westlands Area, Westlands",2,3,NaN,2026-05-26
0Yesterday102 Bed Apartment with En Suite in Westl,9000000,"Westlands Area, Westlands",2,3,NaN,2026-05-26
0Today152 Bed Apartment with En Suite in Westlands,9500000,"Westlands Area, Westlands",2,3,NaN,2026-05-26
0Today92 Bed Apartment with En Suite in Kileleshwa,9000000,Kileleshwa,2,3,NaN,2026-05-26
0Today73 Bed Apartment with En Suite at Brookside ,22800000,"Westlands Area, Westlands",3,3,180,2026-05-26
3 Bed Apartment with En Suite at Brookside Drive3 ,22800000,"Westlands Area, Westlands",3,3,180,2026-05-26
092 Bed Apartment with En Suite in Mombasa Road2 B,26000000,Nairobi,2,2,NaN,2026-05-26
2 Bed Apartment with En Suite in Mombasa Road2 Bed,26000000,Nairobi,2,2,NaN,2026-05-26
0174 Bed Apartment with En Suite in Lavington4 Bed,4000000,Lavington,1,1,67,2026-05-26
0173 Bed Apartment with En Suite in Kileleshwa3 Be,10000000,3 bedroom apartment for sale in Kileleshwa,3,2,NaN,2026-05-26
0152 Bed Apartment with En Suite in Lavington2 Bed,6000000,2 bedroom apartment for sale in Lavington,2,1,NaN,2026-05-26
0Today72 Bed Apartment with Swimming Pool at Brook,15400000,"Westlands Area, Westlands",2,1,NaN,2026-05-26
2 Bed Apartment with Swimming Pool at Brookside Dr,15400000,"Westlands Area, Westlands",2,1,NaN,2026-05-26
0Today64 Bed Apartment with En Suite in Kileleshwa,20000000,Kileleshwa,4,5,NaN,2026-05-26
0Today51 Bed Apartment with Swimming Pool at Brook,8100000,Modern Luxury in the heart of Westlands,1,1,61,2026-05-26
1 Bed Apartment with Swimming Pool at Brookside Dr,8100000,Modern Luxury in the heart of Westlands,1,1,61,2026-05-26
0Today51 Bed Apartment with Swimming Pool at Matun,5000000,Modern Offplan Apartments for Sale in Westlands...,1,1,36,2026-05-26
1 Bed Apartment with Swimming Pool at Matundu Clos,5000000,Modern Offplan Apartments for Sale in Westlands...,1,1,36,2026-05-26
1Today13Serviced 1 Bed Apartment with En Suite at ,7800000,"Westlands Area, Westlands",1,1,67,2026-05-26
Serviced 1 Bed Apartment with En Suite at Sports R,7800000,"Westlands Area, Westlands",1,1,67,2026-05-26
0Today181 Bed Apartment with En Suite in Lavington,4000000,Lavington,1,1,NaN,2026-05-26
052 Bed Apartment with Swimming Pool in General Ma,13500000,4 bedroom apartment for sale in Kileleshwa,4,4,150,2026-05-26
2 Bed Apartment with Swimming Pool in General Math,24500000,"General Mathenge, Westlands",2,3,NaN,2026-05-26
0Today134 Bed Apartment with En Suite at Jaralam R,26300000,"Westlands Area, Westlands",4,4,201,2026-05-26
4 Bed Apartment with En Suite at Jaralam Road4 Bed,26300000,"Westlands Area, Westlands",4,4,201,2026-05-26
0Yesterday194 Bed Apartment with En Suite in Westl,18000000,"Westlands Area, Westlands",4,4,NaN,2026-05-26
0Yesterday164 Bed Apartment with En Suite in Kilim,13000000,Kilimani,4,4,NaN,2026-05-26
0Yesterday163 Bed Apartment with En Suite in Kilim,9000000,Kilimani,3,3,NaN,2026-05-26
0Today143 Bed Apartment with En Suite at Jalaram R,19500000,"Westlands Area, Westlands",3,3,150,2026-05-26
3 Bed Apartment with En Suite at Jalaram Road3 Bed,19500000,"Westlands Area, Westlands",3,3,150,2026-05-26
0Yesterday111 Bed Apartment with En Suite in Kilim,3000000,Kilimani,1,1,NaN,2026-05-26
1Today151 Bed Apartment with En Suite in Kileleshw,3000000,1 bedroom apartment for sale in Kileleshwa,1,1,NaN,2026-05-26
0194 Bed Apartment with En Suite in Westlands Area,18000000,"Westlands Area, Westlands",4,4,NaN,2026-05-26
0114 Bed Apartment with En Suite in Westlands Area,18000000,"Westlands Area, Westlands",4,4,NaN,2026-05-26
0164 Bed Apartment with En Suite in Kilimani4 Bed ,13000000,Kilimani,4,4,NaN,2026-05-26
0113 Bed Apartment with En Suite in Kilimani3 Bed ,9000000,Kilimani,3,3,NaN,2026-05-26
0Today103 Bed Apartment with En Suite in Kileleshw,9000000,Kileleshwa,3,3,NaN,2026-05-26
0Today92 Bed Apartment with En Suite in Kilimani2 ,7000000,Kilimani,2,3,NaN,2026-05-26
0Today183 Bed Apartment with En Suite in Kilimani3,12000000,Kilimani,3,4,NaN,2026-05-26
0Today154 Bed Apartment with En Suite in Lavington,13000000,Lavington,4,5,NaN,2026-05-26
03 days ago122 Bed Apartment with En Suite in West,7500000,"Westlands Area, Westlands",2,2,NaN,2026-05-26
0Yesterday81 Bed Apartment with En Suite in Westla,4500000,"Westlands Area, Westlands",1,1,NaN,2026-05-26
04 days ago111 Bed Apartment with En Suite in Kili,3000000,Kilimani,1,1,NaN,2026-05-26
0104 Bed Apartment with En Suite in Kilimani4 Bed ,13000000,Kilimani,4,4,NaN,2026-05-26
0Today131 Bed Apartment with En Suite in Lavington,4000000,Lavington,1,1,NaN,2026-05-26
0163 Bed Apartment with En Suite in Kilimani3 Bed ,9000000,Kilimani,3,3,NaN,2026-05-26
0Today93 Bed Apartment with En Suite in Muthaiga3 ,40000000,Muthaiga,3,3,NaN,2026-05-26
3 Bed Apartment with En Suite in Muthaiga3 Bed Apa,40000000,Muthaiga,3,3,NaN,2026-05-26
0Today71 Bed Apartment with En Suite in Westlands ,4000000,"Westlands Area, Westlands",1,1,NaN,2026-05-26
04 days ago164 Bed Apartment with En Suite in West,18000000,4 bedroom apartment for sale in Westlands,4,4,NaN,2026-05-26
04 days ago173 Bed Apartment with En Suite in West,13000000,3 bedroom apartment for sale in Westlands,3,2,NaN,2026-05-26
04 days ago101 Bed Apartment with En Suite in West,4000000,1 bedroom apartment for sale in Westlands,1,1,NaN,2026-05-26
04 days ago174 Bed Apartment with En Suite in Lavi,13500000,4 bedroom apartment for sale in Lavington,4,4,NaN,2026-05-26
04 days ago173 Bed Apartment with En Suite in Lavi,10000000,3 bedroom apartment for sale in Lavington,3,2,NaN,2026-05-26
04 days ago152 Bed Apartment with En Suite in Lavi,6000000,2 bedroom apartment for sale in Lavington,2,1,NaN,2026-05-26
04 days ago151 Bed Apartment with En Suite in Lavi,3000000,1 bedroom apartment for sale in Lavington,1,1,NaN,2026-05-26
04 days ago174 Bed Apartment with En Suite in Kile,13500000,4 bedroom apartment for sale in Kileleshwa,4,4,NaN,2026-05-26
